UNITID,SCFA1N,SCFA1P,SCFA11N,SCFA11P,SCFA12N,SCFA12P,SCFA13N,SCFA13P,SCFA14N,SCFA14P,SCFA2,SCFY1N,SCFY1P,SCFY2,ANYAIDN,ANYAIDP,FGRNT_N,FGRNT_P,FGRNT_A,SGRNT_N,SGRNT_P,SGRNT_A,IGRNT_N,IGRNT_P,IGRNT_A,LOAN_N,LOAN_P,LOAN_A,SCUGFFN,SCUGRAD,UAGRNTT,UPGRNTN,AGRNT_N,AGRNT_P,AGRNT_A,PGRNT_N,PGRNT_P,PGRNT_A,OFGRT_N,OFGRT_P,OFGRT_A,FLOAN_N,FLOAN_P,FLOAN_A,OLOAN_N,OLOAN_P,OLOAN_A,UAGRNTN,UAGRNTP,UAGRNTA,UPGRNTP,UPGRNTT,UPGRNTA,UFLOANN,UFLOANP,UFLOANT,UFLOANA,AGRNT_T,FGRNT_T,PGRNT_T,OFGRT_T,SGRNT_T,IGRNT_T,LOAN_T,FLOAN_T,OLOAN_T,AIDFSIN,AIDFSIP,SCUGDGSK,SCUGNDGS,SCFA2DG,SCFY2DG,SCFY2ND,UDGAGRNTN,UDGAGRNTP,UDGAGRNTT,UDGAGRNTA,UNDAGRNTN,UNDAGRNTP,UNDAGRNTT,UNDAGRNTA,UDGPGRNTP,UDGFLOANP
213385,782.0,29.0,,,,,,,,,2725.0,,,,767.0,98.0,763.0,98.0,1088.0,13.0,2.0,2609.0,480.0,61.0,38065.0,228.0,29.0,8349.0,782,2725,67939409.0,254,766.0,98.0,24981.0,56.0,7.0,5063.0,763.0,98.0,717.0,204.0,26.0,4353.0,52.0,7.0,19529.0,2680,98,25351.0,9,1313595.0,5172.0,667,24,3193879.0,4788.0,19135754.0,830508.0,283512.0,546996.0,33922.0,18271324.0,1903498.0,888002.0,1015496.0,766.0,98.0,2719,6,2719.0,,,2674,98,67937309.0,25407.0,6,100,2100.0,350.0,9.0,25.0
213400,146.0,9.0,,,,,,,,,1545.0,,,,146.0,100.0,146.0,100.0,3284.0,51.0,35.0,4302.0,145.0,99.0,13156.0,121.0,83.0,6544.0,146,1545,14676960.0,502,146.0,100.0,17852.0,47.0,32.0,4756.0,146.0,100.0,1753.0,100.0,68.0,5364.0,21.0,14.0,12165.0,1368,89,10729.0,32,2022568.0,4029.0,812,53,5078275.0,6254.0,2606427.0,479444.0,223510.0,255934.0,219400.0,1907583.0,791881.0,536420.0,255461.0,146.0,100.0,1319,226,1319.0,,,1277,97,14491967.0,11348.0,91,40,184993.0,2033.0,38.0,62.0
213455,,,,,,,,,,,,203.0,35.0,583.0,106.0,52.0,55.0,27.0,4191.0,0.0,0.0,,2.0,1.0,2422.0,101.0,50.0,3754.0,203,583,347736.0,90,56.0,28.0,4203.0,55.0,27.0,4191.0,0.0,0.0,,101.0,50.0,3754.0,0.0,0.0,,95,16,3660.0,15,336363.0,3737.0,196,34,706138.0,3603.0,235372.0,230529.0,230529.0,0.0,0.0,4843.0,379108.0,379108.0,0.0,106.0,52.0,379,204,,379.0,204.0,95,25,347736.0,3660.0,0,0,0.0,,24.0,52.0
213473,13.0,10.0,,,,,,,,,131.0,,,,10.0,77.0,8.0,62.0,4678.0,5.0,38.0,3332.0,0.0,0.0,,10.0,77.0,7565.0,13,131,591594.0,82,10.0,77.0,5409.0,8.0,62.0,4678.0,0.0,0.0,,10.0,77.0,7565.0,0.0,0.0,,95,73,6227.0,63,340132.0,4148.0,94,72,657622.0,6996.0,54085.0,37425.0,37425.0,0.0,16660.0,0.0,75652.0,75652.0,0.0,10.0,77.0,131,0,131.0,,,95,73,591594.0,6227.0,0,0,0.0,,63.0,72.0
213491,,,,,,,,,,,,10.0,16.0,62.0,5.0,50.0,2.0,20.0,5620.0,0.0,0.0,,0.0,0.0,,5.0,50.0,6806.0,10,62,26931.0,8,2.0,20.0,5620.0,2.0,20.0,5620.0,0.0,0.0,,5.0,50.0,6806.0,0.0,0.0,,8,13,3366.0,13,26931.0,3366.0,11,18,52412.0,4765.0,11240.0,11240.0,11240.0,0.0,0.0,0.0,34028.0,34028.0,0.0,5.0,50.0,62,0,,62.0,0.0,8,13,26931.0,3366.0,0,0,0.0,,13.0,18.0
213507,474.0,28.0,,,,,,,,,1691.0,,,,474.0,100.0,243.0,51.0,3745.0,143.0,30.0,4306.0,474.0,100.0,32026.0,356.0,75.0,9755.0,474,1691,51800918.0,380,474.0,100.0,35245.0,122.0,26.0,5189.0,121.0,26.0,2288.0,356.0,75.0,5194.0,93.0,20.0,17458.0,1581,93,32765.0,22,1804284.0,4748.0,1169,69,7416809.0,6345.0,16706336.0,910002.0,633095.0,276907.0,615781.0,15180553.0,3472847.0,1849226.0,1623621.0,474.0,100.0,1635,56,1635.0,,,1581,97,51800918.0,32765.0,0,0,0.0,,23.0,71.0
213525,759.0,12.0,590.0,78.0,161.0,21.0,0.0,0.0,8.0,1.0,6324.0,,,,639.0,84.0,560.0,74.0,5967.0,152.0,20.0,1552.0,39.0,5.0,3779.0,231.0,30.0,5758.0,759,6324,21667732.0,2153,588.0,77.0,6334.0,372.0,49.0,5655.0,426.0,56.0,2905.0,231.0,30.0,5520.0,4.0,1.0,13741.0,4637,73,4673.0,34,11514145.0,5348.0,1379,22,8975715.0,6509.0,3724664.0,3341469.0,2103760.0,1237709.0,235833.0,147362.0,1330065.0,1275100.0,54965.0,630.0,83.0,4809,1515,4809.0,,,3429,71,21013996.0,6128.0,1208,80,653736.0,541.0,45.0,29.0
213534,,,,,,,,,,,,145.0,25.0,570.0,112.0,77.0,68.0,47.0,5288.0,44.0,30.0,2409.0,1.0,1.0,9516.0,61.0,42.0,7046.0,145,570,3037322.0,323,75.0,52.0,6334.0,68.0,47.0,4896.0,34.0,23.0,784.0,60.0,41.0,6997.0,7.0,5.0,1429.0,445,78,6825.0,57,1524919.0,4721.0,330,58,2463956.0,7467.0,475062.0,359553.0,332899.0,26654.0,105993.0,9516.0,429800.0,419794.0,10006.0,81.0,56.0,536,34,,536.0,34.0,445,83,3037322.0,6825.0,0,0,0.0,,60.0,62.0
213543,1519.0,28.0,,,,,,,,,5451.0,,,,1139.0,75.0,286.0,19.0,5840.0,89.0,6.0,4268.0,823.0,54.0,41947.0,660.0,43.0,9603.0,1519,5451,132738097.0,988,829.0,55.0,44116.0,286.0,19.0,5067.0,56.0,4.0,3945.0,643.0,42.0,4996.0,236.0,16.0,13243.0,2971,55,44678.0,18,5180843.0,5244.0,2017,37,11781299.0,5841.0,36572449.0,1670105.0,1449201.0,220904.0,379877.0,34522467.0,6338005.0,3212552.0,3125453.0,1031.0,68.0,5451,0,5451.0,,,2971,55,132738097.0,44678.0,0,0,0.0,,18.0,37.0
213570,,,,,,,,,,,,360.0,48.0,753.0,332.0,92.0,259.0,72.0,4269.0,1.0,0.0,4574.0,74.0,21.0,1438.0,308.0,86.0,6891.0,360,753,2273688.0,512,280.0,78.0,4345.0,259.0,72.0,4060.0,58.0,16.0,935.0,308.0,86.0,6891.0,0.0,0.0,,552,73,4119.0,68,1989614.0,3886.0,619,82,3988824.0,6444.0,1216684.0,1105729.0,1051476.0,54253.0,4574.0,106381.0,2122539.0,2122539.0,0.0,332.0,92.0,753,0,,753.0,0.0,552,73,2273688.0,4119.0,0,0,0.0,,68.0,82.0
213589,,,,,,,,,,,,188.0,41.0,459.0,171.0,91.0,139.0,74.0,4439.0,1.0,1.0,4917.0,132.0,70.0,1734.0,153.0,81.0,8128.0,188,459,2013403.0,356,167.0,89.0,5095.0,138.0,73.0,4127.0,54.0,29.0,880.0,153.0,81.0,8128.0,0.0,0.0,,432,94,4661.0,78,1409813.0,3960.0,388,85,3080084.0,7938.0,850809.0,617041.0,569541.0,47500.0,4917.0,228851.0,1243523.0,1243523.0,0.0,171.0,91.0,459,0,,459.0,0.0,432,94,2013403.0,4661.0,0,0,0.0,,78.0,85.0
213598,474.0,27.0,0.0,0.0,235.0,50.0,239.0,50.0,0.0,0.0,1767.0,,,,468.0,99.0,431.0,91.0,6503.0,144.0,30.0,3678.0,362.0,76.0,6977.0,383.0,81.0,6779.0,474,1767,19714872.0,1177,461.0,97.0,12708.0,325.0,69.0,5427.0,361.0,76.0,2879.0,382.0,81.0,6141.0,16.0,3.0,15656.0,1681,95,11728.0,67,6208965.0,5275.0,1418,80,9783673.0,6900.0,5858223.0,2802885.0,1763730.0,1039155.0,529608.0,2525730.0,2596521.0,2346028.0,250493.0,468.0,99.0,1763,4,1763.0,,,1678,95,19683033.0,11730.0,3,75,31839.0,10613.0,67.0,80.0
213622,6.0,5.0,,,,,,,,,114.0,,,,6.0,100.0,2.0,33.0,2817.0,4.0,67.0,2531.0,0.0,0.0,,5.0,83.0,9998.0,6,114,344597.0,45,5.0,83.0,3151.0,2.0,33.0,2817.0,0.0,0.0,,5.0,83.0,4998.0,2.0,33.0,12500.0,72,63,4786.0,39,152170.0,3382.0,95,83,529917.0,5578.0,15755.0,5633.0,5633.0,0.0,10122.0,0.0,49990.0,24991.0,24999.0,6.0,100.0,114,0,114.0,,,72,63,344597.0,4786.0,0,0,0.0,,39.0,83.0
213659,507.0,12.0,391.0,77.0,104.0,21.0,12.0,2.0,0.0,0.0,4187.0,,,,449.0,89.0,422.0,83.0,5807.0,125.0,25.0,1971.0,20.0,4.0,1294.0,211.0,42.0,3975.0,507,4187,14505475.0,1634,429.0,85.0,6347.0,273.0,54.0,4831.0,380.0,75.0,2978.0,203.0,40.0,3568.0,18.0,4.0,6356.0,2919,70,4969.0,39,6283093.0,3845.0,1230,29,4969688.0,4040.0,2722783.0,2450530.0,1318935.0,1131595.0,246377.0,25876.0,838633.0,724225.0,114408.0,449.0,89.0,3492,695,3492.0,,,2888,83,14465764.0,5009.0,31,4,39711.0,1281.0,47.0,35.0
213668,318.0,29.0,,,,,,,,,1089.0,,,,318.0,100.0,301.0,95.0,4862.0,93.0,29.0,4664.0,318.0,100.0,36543.0,228.0,72.0,8169.0,318,1089,44404222.0,456,318.0,100.0,42509.0,125.0,39.0,5288.0,300.0,94.0,2675.0,226.0,71.0,5166.0,55.0,17.0,12635.0,1084,100,40963.0,42,2377170.0,5213.0,812,75,5137562.0,6327.0,13517905.0,1463485.0,660959.0,802526.0,433766.0,11620654.0,1862490.0,1167538.0,694952.0,318.0,100.0,1081,8,1081.0,,,1079,100,44316406.0,41072.0,5,63,87816.0,17563.0,42.0,75.0
213774,105.0,16.0,,,,,,,,,660.0,,,,101.0,96.0,73.0,70.0,5822.0,54.0,51.0,4100.0,51.0,49.0,3802.0,94.0,90.0,9455.0,105,660,3072512.0,339,95.0,90.0,8845.0,73.0,70.0,5138.0,59.0,56.0,846.0,94.0,90.0,5242.0,37.0,35.0,10704.0,441,67,6967.0,51,1521668.0,4489.0,437,66,2804601.0,6418.0,840256.0,424973.0,375078.0,49895.0,221375.0,193908.0,888809.0,492770.0,396039.0,101.0,96.0,537,123,537.0,,,436,81,3038612.0,6969.0,5,4,33900.0,6780.0,63.0,81.0
213826,452.0,25.0,,,,,,,,,1790.0,,,,452.0,100.0,151.0,33.0,5415.0,172.0,38.0,4397.0,449.0,99.0,25022.0,385.0,85.0,8000.0,452,1790,41807986.0,537,451.0,100.0,28401.0,151.0,33.0,4986.0,47.0,10.0,1378.0,382.0,85.0,5511.0,67.0,15.0,14548.0,1689,94,24753.0,30,2671242.0,4974.0,1388,78,9517919.0,6857.0,12808889.0,817632.0,752872.0,64760.0,756219.0,11235038.0,3080073.0,2105338.0,974735.0,452.0,100.0,1719,71,1719.0,,,1689,98,41807986.0,24753.0,0,0,0.0,,31.0,81.0
213914,85.0,30.0,,,,,,,,,280.0,,,,81.0,95.0,59.0,69.0,6915.0,41.0,48.0,4108.0,6.0,7.0,1993.0,69.0,81.0,6088.0,85,280,1654953.0,143,63.0,74.0,9339.0,49.0,58.0,5430.0,59.0,69.0,2405.0,69.0,81.0,5222.0,6.0,7.0,9951.0,220,79,7523.0,51,684605.0,4787.0,238,85,1356177.0,5698.0,588358.0,407964.0,266092.0,141872.0,168439.0,11955.0,420051.0,360348.0,59703.0,79.0,93.0,280,0,280.0,,,220,79,1654953.0,7523.0,0,0,0.0,,51.0,85.0
213932,0.0,0.0,,,,,,,,,154.0,,,,,,,,,,,,,,,,,,0,154,332214.0,81,,,,,,,,,,,,,,,,81,53,4101.0,53,332214.0,4101.0,152,99,1106984.0,7283.0,,,,,,,,,,,,154,0,154.0,,,81,53,332214.0,4101.0,0,0,0.0,,53.0,99.0
213987,614.0,23.0,,,,,,,,,2641.0,,,,582.0,95.0,165.0,27.0,6232.0,141.0,23.0,4387.0,580.0,94.0,29690.0,504.0,82.0,7928.0,614,2641,72811572.0,771,582.0,95.0,32418.0,158.0,26.0,4512.0,51.0,8.0,6186.0,402.0,65.0,5341.0,102.0,17.0,18123.0,2510,95,29009.0,29,3635155.0,4715.0,1866,71,12376286.0,6633.0,18867013.0,1028349.0,712888.0,315461.0,618519.0,17220145.0,3995732.0,2147136.0,1848596.0,582.0,95.0,2570,71,2570.0,,,2508,98,72810372.0,29031.0,2,3,1200.0,600.0,30.0,73.0
213996,550.0,22.0,,,,,,,,,2495.0,,,,550.0,100.0,104.0,19.0,5187.0,123.0,22.0,4046.0,550.0,100.0,25633.0,339.0,62.0,10343.0,550,2495,62363488.0,433,550.0,100.0,27519.0,103.0,19.0,4744.0,48.0,9.0,1058.0,339.0,62.0,6613.0,130.0,24.0,9725.0,2361,95,26414.0,17,2045661.0,4724.0,1453,58,12271159.0,8445.0,15135195.0,539434.0,488662.0,50772.0,497677.0,14098084.0,3506160.0,2241900.0,1264260.0,550.0,100.0,2350,145,2350.0,,,2334,99,62300823.0,26693.0,27,19,62665.0,2321.0,18.0,62.0
214023,2.0,25.0,,,,,,,,,8.0,,,,2.0,100.0,2.0,100.0,6375.0,1.0,50.0,2127.0,0.0,0.0,,2.0,100.0,7374.0,2,8,33647.0,5,2.0,100.0,7439.0,2.0,100.0,5575.0,2.0,100.0,800.0,2.0,100.0,7374.0,0.0,0.0,,5,63,6729.0,63,26520.0,5304.0,4,50,26031.0,6508.0,14877.0,12750.0,11150.0,1600.0,2127.0,0.0,14748.0,14748.0,0.0,2.0,100.0,8,0,8.0,,,5,63,33647.0,6729.0,0,0,0.0,,63.0,50.0
214041,1185.0,19.0,0.0,0.0,1059.0,89.0,126.0,11.0,0.0,0.0,6237.0,,,,1080.0,91.0,592.0,50.0,4432.0,279.0,24.0,3544.0,718.0,61.0,2769.0,789.0,67.0,9358.0,1185,6237,26917708.0,1645,949.0,80.0,5902.0,336.0,28.0,4769.0,457.0,39.0,2235.0,757.0,64.0,5108.0,229.0,19.0,15357.0,4599,74,5853.0,26,7000889.0,4256.0,3237,52,20049423.0,6194.0,5600866.0,2623696.0,1602231.0,1021465.0,988804.0,1988366.0,7383799.0,3867064.0,3516735.0,1065.0,90.0,6093,144,6093.0,,,4551,75,26467383.0,5816.0,48,33,450325.0,9382.0,27.0,53.0
214069,361.0,20.0,,,,,,,,,1773.0,,,,360.0,100.0,92.0,25.0,5214.0,102.0,28.0,4569.0,360.0,100.0,20381.0,282.0,78.0,10614.0,361,1773,28209586.0,399,360.0,100.0,23008.0,92.0,25.0,5049.0,31.0,9.0,492.0,282.0,78.0,5679.0,78.0,22.0,17841.0,1241,70,22731.0,23,1938572.0,4859.0,1310,74,9560393.0,7298.0,8283013.0,479718.0,464468.0,15250.0,466010.0,7337285.0,2993045.0,1601482.0,1391563.0,360.0,100.0,1761,12,1761.0,,,1239,70,28199552.0,22760.0,2,17,10034.0,5017.0,23.0,74.0
214111,958.0,11.0,828.0,86.0,123.0,13.0,7.0,1.0,0.0,0.0,8996.0,,,,594.0,62.0,417.0,44.0,5900.0,158.0,16.0,1827.0,134.0,14.0,1281.0,283.0,30.0,5402.0,958,8996,19900495.0,2660,505.0,53.0,5783.0,333.0,35.0,4796.0,415.0,43.0,2080.0,280.0,29.0,5211.0,4.0,0.0,17383.0,4225,47,4710.0,30,9296951.0,3495.0,1973,22,11373107.0,5764.0,2920637.0,2460285.0,1597033.0,863252.0,288712.0,171640.0,1528723.0,1459192.0,69531.0,592.0,62.0,7620,1376,7620.0,,,4118,54,19819602.0,4813.0,107,8,80893.0,756.0,35.0,26.0
214148,97.0,27.0,,,,,,,,,356.0,,,,97.0,100.0,37.0,38.0,6073.0,22.0,23.0,4246.0,97.0,100.0,23196.0,79.0,81.0,8763.0,97,356,8356555.0,147,97.0,100.0,26476.0,37.0,38.0,4830.0,15.0,15.0,3064.0,78.0,80.0,5434.0,11.0,11.0,24399.0,355,100,23540.0,41,737658.0,5018.0,291,82,2035214.0,6994.0,2568159.0,224683.0,178725.0,45958.0,93422.0,2250054.0,692254.0,423862.0,268392.0,97.0,100.0,356,0,356.0,,,355,100,8356555.0,23540.0,0,0,0.0,,41.0,82.0
214157,449.0,23.0,,,,,,,,,1928.0,,,,448.0,100.0,159.0,35.0,5665.0,132.0,29.0,4381.0,448.0,100.0,28226.0,371.0,83.0,9983.0,449,1928,54251400.0,501,448.0,100.0,31527.0,159.0,35.0,4646.0,88.0,20.0,1841.0,369.0,82.0,5443.0,91.0,20.0,18632.0,1764,91,30755.0,26,2381610.0,4754.0,1401,73,9379788.0,6695.0,14123992.0,900687.0,738687.0,162000.0,578233.0,12645072.0,3703795.0,2008310.0,1695485.0,448.0,100.0,1871,57,1871.0,,,1762,94,54246558.0,30787.0,2,4,4842.0,2421.0,27.0,75.0
214166,266.0,10.0,,,,,,,,,2678.0,,,,265.0,100.0,108.0,41.0,5590.0,130.0,49.0,5743.0,262.0,98.0,12762.0,224.0,84.0,9025.0,266,2678,14253495.0,397,264.0,99.0,17780.0,107.0,40.0,4873.0,85.0,32.0,967.0,221.0,83.0,5939.0,67.0,25.0,10585.0,1001,37,14239.0,15,1760795.0,4435.0,865,32,6184916.0,7150.0,4694012.0,603679.0,521444.0,82235.0,746632.0,3343701.0,2021619.0,1312452.0,709167.0,265.0,100.0,1029,1649,1029.0,,,1001,97,14253495.0,14239.0,0,0,0.0,,39.0,84.0
214175,450.0,22.0,,,,,,,,,2074.0,,,,441.0,98.0,94.0,21.0,8856.0,44.0,10.0,4417.0,438.0,97.0,36330.0,250.0,56.0,8149.0,450,2074,65846012.0,422,441.0,98.0,38412.0,93.0,21.0,5124.0,89.0,20.0,4000.0,249.0,55.0,5314.0,36.0,8.0,19838.0,1894,91,34766.0,20,2048266.0,4854.0,1119,54,7190916.0,6426.0,16939478.0,832489.0,476489.0,356000.0,194349.0,15912640.0,2037249.0,1323086.0,714163.0,441.0,98.0,2052,22,2052.0,,,1894,92,65846012.0,34766.0,0,0,0.0,,21.0,55.0
214272,358.0,21.0,,,,,,,,,1738.0,,,,358.0,100.0,196.0,55.0,5699.0,145.0,41.0,4466.0,358.0,100.0,20694.0,292.0,82.0,7396.0,358,1738,29941719.0,718,358.0,100.0,25623.0,189.0,53.0,4927.0,187.0,52.0,993.0,292.0,82.0,5659.0,32.0,9.0,15850.0,1509,87,19842.0,41,3314899.0,4617.0,1246,72,8416949.0,6755.0,9172995.0,1117027.0,931296.0,185731.0,647573.0,7408395.0,2159499.0,1652306.0,507193.0,358.0,100.0,1682,56,1682.0,,,1509,90,29941719.0,19842.0,0,0,0.0,,43.0,74.0
214290,,,,,,,,,,,,656.0,68.0,964.0,428.0,65.0,412.0,63.0,5018.0,79.0,12.0,3072.0,13.0,2.0,5984.0,343.0,52.0,6575.0,656,964,3364092.0,573,428.0,65.0,5579.0,412.0,63.0,4924.0,66.0,10.0,589.0,343.0,52.0,6575.0,0.0,0.0,,595,62,5654.0,59,2874296.0,5016.0,478,50,3292320.0,6888.0,2387934.0,2067461.0,2028561.0,38900.0,242681.0,77792.0,2255093.0,2255093.0,0.0,428.0,65.0,964,0,,964.0,0.0,595,62,3364092.0,5654.0,0,0,0.0,,59.0,50.0
214379,1118.0,14.0,585.0,52.0,513.0,46.0,20.0,2.0,0.0,0.0,7843.0,,,,899.0,80.0,764.0,68.0,5338.0,336.0,30.0,2333.0,102.0,9.0,1871.0,410.0,37.0,5381.0,1118,7843,23710785.0,3169,801.0,72.0,6308.0,565.0,51.0,4765.0,678.0,61.0,2044.0,397.0,36.0,4836.0,34.0,3.0,8415.0,5083,65,4665.0,40,11580520.0,3654.0,1899,24,10267548.0,5407.0,5052664.0,4078015.0,2692257.0,1385758.0,783843.0,190806.0,2206196.0,1920083.0,286113.0,898.0,80.0,7196,647,7196.0,,,4947,69,23561637.0,4763.0,136,21,149148.0,1097.0,44.0,26.0
214476,5.0,15.0,,,,,,,,,33.0,,,,3.0,60.0,2.0,40.0,6100.0,1.0,20.0,1500.0,2.0,40.0,2875.0,2.0,40.0,3750.0,5,33,48700.0,2,2.0,40.0,9725.0,2.0,40.0,5350.0,1.0,20.0,1500.0,2.0,40.0,3750.0,0.0,0.0,,5,15,9740.0,6,11500.0,5750.0,3,9,34000.0,11333.0,19450.0,12200.0,10700.0,1500.0,1500.0,5750.0,7500.0,7500.0,0.0,2.0,40.0,33,0,33.0,,,5,15,48700.0,9740.0,0,0,0.0,,6.0,9.0
214528,,,,,,,,,,,,139.0,31.0,450.0,137.0,99.0,100.0,72.0,4578.0,40.0,29.0,4977.0,0.0,0.0,,93.0,67.0,6335.0,139,450,2369557.0,226,105.0,76.0,6256.0,84.0,60.0,3816.0,93.0,67.0,1476.0,93.0,67.0,6335.0,0.0,0.0,,430,96,5511.0,50,793144.0,3509.0,222,49,1443556.0,6503.0,656908.0,457814.0,320513.0,137301.0,199094.0,0.0,589129.0,589129.0,0.0,110.0,79.0,450,0,,450.0,0.0,430,96,2369557.0,5511.0,0,0,0.0,,50.0,49.0
214582,48.0,9.0,,,,,,,,,549.0,,,,46.0,96.0,42.0,88.0,3827.0,5.0,10.0,4696.0,2.0,4.0,2950.0,46.0,96.0,6482.0,48,549,3224393.0,435,43.0,90.0,4421.0,42.0,88.0,3741.0,17.0,35.0,213.0,46.0,96.0,5934.0,3.0,6.0,8400.0,478,87,6746.0,79,2110869.0,4853.0,516,94,3963899.0,7682.0,190109.0,160731.0,157116.0,3615.0,23478.0,5900.0,298151.0,272951.0,25200.0,46.0,96.0,548,1,548.0,,,478,87,3224393.0,6746.0,0,0,0.0,,79.0,94.0
214591,790.0,24.0,0.0,0.0,602.0,76.0,188.0,24.0,0.0,0.0,3278.0,,,,677.0,86.0,416.0,53.0,5153.0,202.0,26.0,4167.0,410.0,52.0,5995.0,502.0,64.0,10138.0,790,3278,24340752.0,926,562.0,71.0,9685.0,255.0,32.0,4801.0,404.0,51.0,2276.0,485.0,61.0,5229.0,140.0,18.0,18238.0,2433,74,10004.0,28,4388659.0,4739.0,1883,57,12007475.0,6377.0,5443207.0,2143565.0,1224236.0,919329.0,841697.0,2457945.0,5089409.0,2536044.0,2553365.0,666.0,84.0,3255,23,3255.0,,,2416,74,24269179.0,10045.0,17,74,71573.0,4210.0,28.0,58.0
214625,139.0,28.0,0.0,0.0,115.0,83.0,24.0,17.0,0.0,0.0,492.0,,,,134.0,96.0,77.0,55.0,4830.0,39.0,28.0,3843.0,122.0,88.0,4034.0,83.0,60.0,8679.0,139,492,3388407.0,152,129.0,93.0,7860.0,45.0,32.0,4878.0,74.0,53.0,2059.0,79.0,57.0,5314.0,21.0,15.0,14312.0,393,80,8622.0,31,751531.0,4944.0,252,51,1587884.0,6301.0,1013970.0,371911.0,219511.0,152400.0,149863.0,492196.0,720383.0,419828.0,300555.0,133.0,96.0,473,19,473.0,,,378,80,3320147.0,8783.0,15,79,68260.0,4551.0,32.0,53.0
214634,48.0,15.0,0.0,0.0,32.0,67.0,16.0,33.0,0.0,0.0,328.0,,,,48.0,100.0,38.0,79.0,5419.0,22.0,46.0,3157.0,48.0,100.0,7219.0,30.0,63.0,6955.0,48,328,3088402.0,116,48.0,100.0,12956.0,24.0,50.0,5031.0,38.0,79.0,2242.0,27.0,56.0,5926.0,5.0,10.0,9731.0,319,97,9682.0,35,508782.0,4386.0,142,43,891348.0,6277.0,621907.0,205937.0,120737.0,85200.0,69443.0,346527.0,208653.0,160000.0,48653.0,48.0,100.0,245,83,245.0,,,238,97,2837236.0,11921.0,81,98,251166.0,3101.0,47.0,58.0
214643,94.0,30.0,0.0,0.0,79.0,84.0,15.0,16.0,0.0,0.0,309.0,,,,92.0,98.0,64.0,68.0,5056.0,29.0,31.0,3994.0,85.0,90.0,5803.0,53.0,56.0,6639.0,94,309,2723617.0,123,88.0,94.0,10598.0,38.0,40.0,4941.0,62.0,66.0,2190.0,48.0,51.0,5250.0,10.0,11.0,9987.0,248,80,10982.0,40,592634.0,4818.0,165,53,1024697.0,6210.0,932657.0,323566.0,187766.0,135800.0,115812.0,493279.0,351872.0,252000.0,99872.0,92.0,98.0,305,4,305.0,,,246,81,2711836.0,11024.0,2,50,11781.0,5891.0,40.0,54.0
214652,226.0,24.0,0.0,0.0,182.0,81.0,44.0,19.0,0.0,0.0,942.0,,,,205.0,91.0,154.0,68.0,6194.0,79.0,35.0,4424.0,133.0,59.0,5255.0,142.0,63.0,6521.0,226,942,7858484.0,423,185.0,82.0,10823.0,107.0,47.0,5470.0,151.0,67.0,2440.0,141.0,62.0,5222.0,15.0,7.0,12649.0,763,81,10299.0,45,2198961.0,5198.0,556,59,3622337.0,6515.0,2002208.0,953804.0,585329.0,368475.0,349509.0,698895.0,925980.0,736239.0,189741.0,202.0,89.0,929,13,929.0,,,758,82,7847929.0,10353.0,5,38,10555.0,2111.0,46.0,60.0
214670,246.0,28.0,0.0,0.0,215.0,87.0,31.0,13.0,0.0,0.0,872.0,,,,210.0,85.0,166.0,67.0,5698.0,75.0,30.0,4227.0,148.0,60.0,4359.0,129.0,52.0,6357.0,246,872,5870475.0,317,193.0,78.0,9886.0,103.0,42.0,5566.0,160.0,65.0,2328.0,126.0,51.0,5174.0,17.0,7.0,9884.0,640,73,9173.0,36,1639518.0,5172.0,404,46,2543909.0,6297.0,1908012.0,945822.0,573342.0,372480.0,317040.0,645150.0,820011.0,651982.0,168029.0,210.0,85.0,817,55,817.0,,,588,72,5741287.0,9764.0,52,95,129188.0,2484.0,39.0,49.0
214689,1002.0,37.0,0.0,0.0,588.0,59.0,414.0,41.0,0.0,0.0,2680.0,,,,829.0,83.0,517.0,52.0,4984.0,187.0,19.0,3803.0,510.0,51.0,6413.0,622.0,62.0,11382.0,1002,2680,19417751.0,748,685.0,68.0,9574.0,296.0,30.0,4888.0,508.0,51.0,2224.0,598.0,60.0,5189.0,199.0,20.0,19982.0,1915,71,10140.0,28,3692424.0,4936.0,1505,56,9072195.0,6028.0,6558334.0,2576678.0,1446950.0,1129728.0,711205.0,3270451.0,7079716.0,3103225.0,3976491.0,815.0,81.0,2671,9,2671.0,,,1911,72,19404428.0,10154.0,4,44,13323.0,3331.0,28.0,56.0
214698,178.0,32.0,0.0,0.0,127.0,71.0,51.0,29.0,0.0,0.0,555.0,,,,167.0,94.0,95.0,53.0,5107.0,44.0,25.0,4100.0,144.0,81.0,5296.0,113.0,63.0,7590.0,178,555,4380923.0,181,154.0,87.0,9274.0,65.0,37.0,4487.0,91.0,51.0,2126.0,111.0,62.0,5062.0,19.0,11.0,15570.0,469,85,9341.0,33,890433.0,4920.0,294,53,1788308.0,6083.0,1428162.0,485187.0,291679.0,193508.0,180413.0,762562.0,857674.0,561835.0,295839.0,166.0,93.0,518,37,518.0,,,433,84,4292060.0,9912.0,36,97,88863.0,2468.0,35.0,57.0
