UNITID,UGPO9_N,UGPO9_T,UGPO9_A,GPO9_N,GPO9_T,GPO9_A,PO9_N,PO9_T,PO9_A,UGDOD_N,UGDOD_T,UGDOD_A,GDOD_N,GDOD_T,GDOD_A,DOD_N,DOD_T,DOD_A
172334,4.0,84843.0,21211.0,2.0,9133.0,4567.0,6,93976.0,15663.0,0.0,0.0,,0.0,0.0,,0,0.0,
172422,0.0,0.0,,,,,0,0.0,,0.0,0.0,,,,,0,0.0,
172440,5.0,90102.0,18020.0,,,,5,90102.0,18020.0,0.0,0.0,,,,,0,0.0,
172477,,,,24.0,290901.0,12121.0,24,290901.0,12121.0,,,,0.0,0.0,,0,0.0,
172495,0.0,0.0,,,,,0,0.0,,0.0,0.0,,,,,0,0.0,
172608,15.0,120086.0,8006.0,17.0,182110.0,10712.0,32,302196.0,9444.0,0.0,0.0,,3.0,3750.0,1250.0,3,3750.0,1250.0
172617,174.0,400355.0,2301.0,,,,174,400355.0,2301.0,0.0,0.0,,,,,0,0.0,
172635,69.0,129874.0,1882.0,,,,69,129874.0,1882.0,0.0,0.0,,,,,0,0.0,
172644,160.0,1516297.0,9477.0,43.0,508055.0,11815.0,203,2024352.0,9972.0,59.0,208357.0,3531.0,10.0,24009.0,2401.0,69,232366.0,3368.0
172671,10.0,23529.0,2353.0,,,,10,23529.0,2353.0,0.0,0.0,,,,,0,0.0,
172680,0.0,0.0,,,,,0,0.0,,0.0,0.0,,,,,0,0.0,
172699,237.0,3008576.0,12694.0,31.0,273052.0,8808.0,268,3281628.0,12245.0,57.0,224000.0,3930.0,6.0,15250.0,2542.0,63,239250.0,3798.0
172705,,,,6.0,30549.0,5092.0,6,30549.0,5092.0,,,,0.0,0.0,,0,0.0,
172866,28.0,594629.0,21237.0,,,,28,594629.0,21237.0,0.0,0.0,,,,,0,0.0,
172918,32.0,129495.0,4047.0,,,,32,129495.0,4047.0,0.0,0.0,,,,,0,0.0,
172954,34.0,148759.0,4375.0,,,,34,148759.0,4375.0,0.0,0.0,,,,,0,0.0,
172963,69.0,198316.0,2874.0,,,,69,198316.0,2874.0,0.0,0.0,,,,,0,0.0,
173045,14.0,244543.0,17467.0,20.0,220678.0,11034.0,34,465221.0,13683.0,1.0,4000.0,4000.0,1.0,3000.0,3000.0,2,7000.0,3500.0
173063,31.0,137435.0,4433.0,,,,31,137435.0,4433.0,0.0,0.0,,,,,0,0.0,
173115,12.0,31920.0,2660.0,,,,12,31920.0,2660.0,0.0,0.0,,,,,0,0.0,
173124,62.0,351194.0,5664.0,5.0,32777.0,6555.0,67,383971.0,5731.0,22.0,68250.0,3102.0,0.0,0.0,,22,68250.0,3102.0
173142,5.0,77361.0,15472.0,0.0,0.0,,5,77361.0,15472.0,0.0,0.0,,0.0,0.0,,0,0.0,
173160,38.0,941010.0,24763.0,24.0,359442.0,14977.0,62,1300452.0,20975.0,15.0,55000.0,3667.0,9.0,28875.0,3208.0,24,83875.0,3495.0
173203,28.0,145394.0,5193.0,,,,28,145394.0,5193.0,7.0,9825.0,1404.0,,,,7,9825.0,1404.0
173258,15.0,542863.0,36191.0,,,,15,542863.0,36191.0,0.0,0.0,,,,,0,0.0,
173300,9.0,184333.0,20481.0,0.0,0.0,,9,184333.0,20481.0,4.0,15750.0,3938.0,0.0,0.0,,4,15750.0,3938.0
173328,102.0,1363299.0,13366.0,36.0,218157.0,6060.0,138,1581456.0,11460.0,12.0,30500.0,2542.0,1.0,750.0,750.0,13,31250.0,2404.0
173416,46.0,222602.0,4839.0,,,,46,222602.0,4839.0,4.0,15345.0,3836.0,,,,4,15345.0,3836.0
173452,4.0,51509.0,12877.0,0.0,0.0,,4,51509.0,12877.0,4.0,15750.0,3938.0,0.0,0.0,,4,15750.0,3938.0
173461,89.0,948380.0,10656.0,,,,89,948380.0,10656.0,21.0,28577.0,1361.0,,,,21,28577.0,1361.0
173559,46.0,168520.0,3663.0,,,,46,168520.0,3663.0,0.0,0.0,,,,,0,0.0,
173638,18.0,83541.0,4641.0,,,,18,83541.0,4641.0,5.0,10693.0,2139.0,,,,5,10693.0,2139.0
173647,13.0,367551.0,28273.0,,,,13,367551.0,28273.0,2.0,9000.0,4500.0,,,,2,9000.0,4500.0
173665,24.0,508075.0,21170.0,17.0,142680.0,8393.0,41,650755.0,15872.0,2.0,8000.0,4000.0,1.0,2000.0,2000.0,3,10000.0,3333.0
173683,,,,4.0,65379.0,16345.0,4,65379.0,16345.0,,,,0.0,0.0,,0,0.0,
173708,67.0,247783.0,3698.0,,,,67,247783.0,3698.0,0.0,0.0,,,,,0,0.0,
173735,39.0,162662.0,4171.0,,,,39,162662.0,4171.0,0.0,0.0,,,,,0,0.0,
173744,9.0,104023.0,11558.0,,,,9,104023.0,11558.0,0.0,0.0,,,,,0,0.0,
173799,39.0,115395.0,2959.0,,,,39,115395.0,2959.0,0.0,0.0,,,,,0,0.0,
173896,,,,2.0,18777.0,9389.0,2,18777.0,9389.0,,,,0.0,0.0,,0,0.0,
173902,17.0,498305.0,29312.0,,,,17,498305.0,29312.0,0.0,0.0,,,,,0,0.0,
173911,38.0,137411.0,3616.0,,,,38,137411.0,3616.0,0.0,0.0,,,,,0,0.0,
173920,132.0,893855.0,6772.0,20.0,126442.0,6322.0,152,1020297.0,6712.0,59.0,182068.0,3086.0,1.0,1500.0,1500.0,60,183568.0,3059.0
173957,3.0,19093.0,6364.0,6.0,139462.0,23244.0,9,158555.0,17617.0,0.0,0.0,,0.0,0.0,,0,0.0,
174020,136.0,710540.0,5225.0,7.0,33514.0,4788.0,143,744054.0,5203.0,0.0,0.0,,0.0,0.0,,0,0.0,
174066,298.0,3559250.0,11944.0,136.0,3178410.0,23371.0,434,6737660.0,15525.0,7.0,17000.0,2429.0,4.0,10261.0,2565.0,11,27261.0,2478.0
174075,35.0,231719.0,6621.0,,,,35,231719.0,6621.0,14.0,41542.0,2967.0,,,,14,41542.0,2967.0
174127,7.0,175962.0,25137.0,0.0,0.0,,7,175962.0,25137.0,0.0,0.0,,0.0,0.0,,0,0.0,
174136,61.0,176787.0,2898.0,,,,61,176787.0,2898.0,1.0,1976.0,1976.0,,,,1,1976.0,1976.0
174154,17.0,217065.0,12769.0,0.0,0.0,,17,217065.0,12769.0,5.0,19750.0,3950.0,0.0,0.0,,5,19750.0,3950.0
174190,1.0,13818.0,13818.0,,,,1,13818.0,13818.0,0.0,0.0,,,,,0,0.0,
174233,89.0,949903.0,10673.0,10.0,149072.0,14907.0,99,1098975.0,11101.0,26.0,79750.0,3067.0,0.0,0.0,,26,79750.0,3067.0
174251,7.0,89665.0,12809.0,,,,7,89665.0,12809.0,0.0,0.0,,,,,0,0.0,
174321,5.0,32768.0,6554.0,,,,5,32768.0,6554.0,0.0,0.0,,,,,0,0.0,
174358,40.0,266812.0,6670.0,5.0,19021.0,3804.0,45,285833.0,6352.0,23.0,66250.0,2880.0,0.0,0.0,,23,66250.0,2880.0
174376,45.0,135440.0,3010.0,,,,45,135440.0,3010.0,13.0,21354.0,1643.0,,,,13,21354.0,1643.0
174428,85.0,246455.0,2899.0,,,,85,246455.0,2899.0,43.0,80922.0,1882.0,,,,43,80922.0,1882.0
174437,6.0,75995.0,12666.0,0.0,0.0,,6,75995.0,12666.0,0.0,0.0,,0.0,0.0,,0,0.0,
174473,33.0,130279.0,3948.0,,,,33,130279.0,3948.0,8.0,19673.0,2459.0,,,,8,19673.0,2459.0
174491,26.0,462230.0,17778.0,5.0,36373.0,7275.0,31,498603.0,16084.0,6.0,13500.0,2250.0,0.0,0.0,,6,13500.0,2250.0
174507,2.0,11097.0,5549.0,11.0,205178.0,18653.0,13,216275.0,16637.0,0.0,0.0,,0.0,0.0,,0,0.0,
174525,1.0,2975.0,2975.0,,,,1,2975.0,2975.0,0.0,0.0,,,,,0,0.0,
174570,17.0,72426.0,4260.0,,,,17,72426.0,4260.0,0.0,0.0,,,,,0,0.0,
174738,67.0,227566.0,3397.0,,,,67,227566.0,3397.0,0.0,0.0,,,,,0,0.0,
174747,6.0,197020.0,32837.0,0.0,0.0,,6,197020.0,32837.0,0.0,0.0,,0.0,0.0,,0,0.0,
174756,58.0,172135.0,2968.0,,,,58,172135.0,2968.0,7.0,13424.0,1918.0,,,,7,13424.0,1918.0
174783,112.0,761214.0,6797.0,12.0,90177.0,7515.0,124,851391.0,6866.0,51.0,164110.0,3218.0,5.0,14724.0,2945.0,56,178834.0,3193.0
174792,4.0,106265.0,26566.0,0.0,0.0,,4,106265.0,26566.0,0.0,0.0,,0.0,0.0,,0,0.0,
174817,9.0,47924.0,5325.0,47.0,298763.0,6357.0,56,346687.0,6191.0,2.0,3000.0,1500.0,12.0,44300.0,3692.0,14,47300.0,3379.0
174844,11.0,240372.0,21852.0,,,,11,240372.0,21852.0,0.0,0.0,,,,,0,0.0,
174862,17.0,166755.0,9809.0,10.0,85718.0,8572.0,27,252473.0,9351.0,4.0,11000.0,2750.0,3.0,9500.0,3167.0,7,20500.0,2929.0
174899,36.0,416968.0,11582.0,19.0,227992.0,12000.0,55,644960.0,11727.0,8.0,17800.0,2225.0,4.0,5000.0,1250.0,12,22800.0,1900.0
174914,57.0,1278441.0,22429.0,39.0,437356.0,11214.0,96,1715797.0,17873.0,14.0,50125.0,3580.0,2.0,2125.0,1063.0,16,52250.0,3266.0
174978,0.0,0.0,,,,,0,0.0,,0.0,0.0,,,,,0,0.0,
175005,34.0,461310.0,13568.0,18.0,260896.0,14494.0,52,722206.0,13889.0,0.0,0.0,,0.0,0.0,,0,0.0,
175014,69.0,859159.0,12452.0,0.0,0.0,,69,859159.0,12452.0,0.0,0.0,,0.0,0.0,,0,0.0,
175041,36.0,117491.0,3264.0,,,,36,117491.0,3264.0,12.0,24924.0,2077.0,,,,12,24924.0,2077.0
175078,17.0,95153.0,5597.0,1.0,11320.0,11320.0,18,106473.0,5915.0,0.0,0.0,,0.0,0.0,,0,0.0,
175120,0.0,0.0,,,,,0,0.0,,0.0,0.0,,,,,0,0.0,
175139,,,,2.0,12125.0,6063.0,2,12125.0,6063.0,,,,0.0,0.0,,0,0.0,
175227,96.0,1871579.0,19496.0,,,,96,1871579.0,19496.0,0.0,0.0,,,,,0,0.0,
175236,38.0,135760.0,3573.0,,,,38,135760.0,3573.0,8.0,16531.0,2066.0,,,,8,16531.0,2066.0
175263,25.0,74037.0,2961.0,,,,25,74037.0,2961.0,0.0,0.0,,,,,0,0.0,
175272,49.0,335805.0,6853.0,10.0,72042.0,7204.0,59,407847.0,6913.0,12.0,46000.0,3833.0,1.0,4500.0,4500.0,13,50500.0,3885.0
175281,,,,51.0,1159174.0,22729.0,51,1159174.0,22729.0,,,,0.0,0.0,,0,0.0,
175315,102.0,280311.0,2748.0,,,,102,280311.0,2748.0,0.0,0.0,,,,,0,0.0,
175342,18.0,61339.0,3408.0,1.0,2438.0,2438.0,19,63777.0,3357.0,5.0,6730.0,1346.0,0.0,0.0,,5,6730.0,1346.0
175421,58.0,621873.0,10722.0,50.0,328460.0,6569.0,108,950333.0,8799.0,12.0,26500.0,2208.0,17.0,32750.0,1926.0,29,59250.0,2043.0
175430,4.0,37293.0,9323.0,0.0,0.0,,4,37293.0,9323.0,0.0,0.0,,0.0,0.0,,0,0.0,
175494,7.0,90000.0,12857.0,,,,7,90000.0,12857.0,2.0,7200.0,3600.0,,,,2,7200.0,3600.0
175519,7.0,20418.0,2917.0,,,,7,20418.0,2917.0,0.0,0.0,,,,,0,0.0,
175573,20.0,48554.0,2428.0,,,,20,48554.0,2428.0,0.0,0.0,,,,,0,0.0,
175616,27.0,186717.0,6915.0,18.0,67414.0,3745.0,45,254131.0,5647.0,27.0,53330.0,1975.0,6.0,16750.0,2792.0,33,70080.0,2124.0
175643,8.0,19457.0,2432.0,,,,8,19457.0,2432.0,4.0,7390.0,1848.0,,,,4,7390.0,1848.0
175652,51.0,154651.0,3032.0,,,,51,154651.0,3032.0,8.0,23670.0,2959.0,,,,8,23670.0,2959.0
175698,0.0,0.0,,,,,0,0.0,,0.0,0.0,,,,,0,0.0,
175722,0.0,0.0,,,,,0,0.0,,0.0,0.0,,,,,0,0.0,
175786,139.0,327151.0,2354.0,,,,139,327151.0,2354.0,0.0,0.0,,,,,0,0.0,
175810,33.0,82259.0,2493.0,,,,33,82259.0,2493.0,7.0,13214.0,1888.0,,,,7,13214.0,1888.0
175829,40.0,94523.0,2363.0,,,,40,94523.0,2363.0,0.0,0.0,,,,,0,0.0,
175856,51.0,276670.0,5425.0,7.0,56828.0,8118.0,58,333498.0,5750.0,0.0,0.0,,0.0,0.0,,0,0.0,
175883,109.0,203818.0,1870.0,,,,109,203818.0,1870.0,3.0,3620.0,1207.0,,,,3,3620.0,1207.0
175935,37.0,129846.0,3509.0,,,,37,129846.0,3509.0,4.0,4890.0,1223.0,,,,4,4890.0,1223.0
175980,16.0,366316.0,22895.0,3.0,41424.0,13808.0,19,407740.0,21460.0,0.0,0.0,,0.0,0.0,,0,0.0,
176008,7.0,13762.0,1966.0,,,,7,13762.0,1966.0,0.0,0.0,,,,,0,0.0,
176017,283.0,2140830.0,7565.0,39.0,490765.0,12584.0,322,2631595.0,8173.0,24.0,87750.0,3656.0,2.0,4750.0,2375.0,26,92500.0,3558.0
176035,33.0,183096.0,5548.0,7.0,35686.0,5098.0,40,218782.0,5470.0,6.0,26750.0,4458.0,1.0,1500.0,1500.0,7,28250.0,4036.0
176044,7.0,29550.0,4221.0,0.0,0.0,,7,29550.0,4221.0,0.0,0.0,,0.0,0.0,,0,0.0,
176053,49.0,556224.0,11352.0,19.0,429286.0,22594.0,68,985510.0,14493.0,37.0,50537.0,1366.0,23.0,5061.0,220.0,60,55598.0,927.0
176062,0.0,0.0,,,,,0,0.0,,0.0,0.0,,,,,0,0.0,
176071,251.0,827569.0,3297.0,,,,251,827569.0,3297.0,104.0,149855.0,1441.0,,,,104,149855.0,1441.0
176080,412.0,3414490.0,8288.0,60.0,470123.0,7835.0,472,3884613.0,8230.0,196.0,843250.0,4302.0,39.0,74044.0,1899.0,235,917294.0,3903.0
176169,15.0,39271.0,2618.0,,,,15,39271.0,2618.0,0.0,0.0,,,,,0,0.0,
176178,48.0,103603.0,2158.0,,,,48,103603.0,2158.0,4.0,4505.0,1126.0,,,,4,4505.0,1126.0
176239,80.0,216295.0,2704.0,,,,80,216295.0,2704.0,6.0,6485.0,1081.0,,,,6,6485.0,1081.0
176318,0.0,0.0,,,,,0,0.0,,0.0,0.0,,,,,0,0.0,
176336,1.0,2768.0,2768.0,,,,1,2768.0,2768.0,0.0,0.0,,,,,0,0.0,
176354,15.0,46785.0,3119.0,,,,15,46785.0,3119.0,0.0,0.0,,,,,0,0.0,
176372,394.0,2645474.0,6714.0,67.0,346948.0,5178.0,461,2992422.0,6491.0,175.0,648067.0,3703.0,12.0,32250.0,2688.0,187,680317.0,3638.0
176406,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,,0.0,0.0,,0,0.0,
176433,0.0,0.0,,,,,0,0.0,,0.0,0.0,,,,,0,0.0,
176451,0.0,0.0,,2.0,3936.0,1968.0,2,3936.0,1968.0,0.0,0.0,,0.0,0.0,,0,0.0,
176479,80.0,522229.0,6528.0,23.0,202319.0,8796.0,103,724548.0,7034.0,8.0,22250.0,2781.0,2.0,7841.0,3921.0,10,30091.0,3009.0
176628,17.0,230189.0,13541.0,0.0,0.0,,17,230189.0,13541.0,0.0,0.0,,0.0,0.0,,0,0.0,
176664,3.0,35365.0,11788.0,1.0,4350.0,4350.0,4,39715.0,9929.0,0.0,0.0,,0.0,0.0,,0,0.0,
176716,0.0,0.0,,,,,0,0.0,,0.0,0.0,,,,,0,0.0,
176770,13.0,87927.0,6764.0,2.0,8800.0,4400.0,15,96727.0,6448.0,0.0,0.0,,0.0,0.0,,0,0.0,
176789,6.0,19023.0,3171.0,5.0,13626.0,2725.0,11,32649.0,2968.0,2.0,6750.0,3375.0,0.0,0.0,,2,6750.0,3375.0
176798,3.0,19434.0,6478.0,,,,3,19434.0,6478.0,0.0,0.0,,,,,0,0.0,
176910,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,,0.0,0.0,,0,0.0,
176947,0.0,0.0,,,,,0,0.0,,19.0,80459.0,4235.0,,,,19,80459.0,4235.0
176965,695.0,1300303.0,1871.0,105.0,154030.0,1467.0,800,1454333.0,1818.0,557.0,1216122.0,2183.0,65.0,74683.0,1149.0,622,1290805.0,2075.0
176983,1.0,1300.0,1300.0,,,,1,1300.0,1300.0,0.0,0.0,,,,,0,0.0,
177038,6.0,92012.0,15335.0,9.0,153637.0,17071.0,15,245649.0,16377.0,0.0,0.0,,0.0,0.0,,0,0.0,
177065,1098.0,6482949.0,5904.0,75.0,345646.0,4609.0,1173,6828595.0,5821.0,1734.0,3455480.0,1993.0,30.0,65250.0,2175.0,1764,3520730.0,1996.0
177083,0.0,0.0,,,,,0,0.0,,0.0,0.0,,,,,0,0.0,
177092,,,,11.0,123233.0,11203.0,11,123233.0,11203.0,,,,0.0,0.0,,0,0.0,
177117,5.0,27426.0,5485.0,,,,5,27426.0,5485.0,0.0,0.0,,,,,0,0.0,
177126,,,,8.0,74449.0,9306.0,8,74449.0,9306.0,,,,0.0,0.0,,0,0.0,
177135,45.0,185962.0,4132.0,,,,45,185962.0,4132.0,5.0,7574.0,1515.0,,,,5,7574.0,1515.0
177144,12.0,255332.0,21278.0,0.0,0.0,,12,255332.0,21278.0,0.0,0.0,,0.0,0.0,,0,0.0,
177214,16.0,232651.0,14541.0,24.0,144088.0,6004.0,40,376739.0,9418.0,1.0,4500.0,4500.0,11.0,25500.0,2318.0,12,30000.0,2500.0
177250,36.0,92350.0,2565.0,,,,36,92350.0,2565.0,6.0,9804.0,1634.0,,,,6,9804.0,1634.0
177278,,,,5.0,41771.0,8354.0,5,41771.0,8354.0,,,,0.0,0.0,,0,0.0,
177302,94.0,1002555.0,10665.0,,,,94,1002555.0,10665.0,0.0,0.0,,,,,0,0.0,
177339,19.0,345091.0,18163.0,10.0,67146.0,6715.0,29,412237.0,14215.0,1.0,4000.0,4000.0,2.0,3000.0,1500.0,3,7000.0,2333.0
177418,6.0,48130.0,8022.0,5.0,17926.0,3585.0,11,66056.0,6005.0,0.0,0.0,,0.0,0.0,,0,0.0,
177436,0.0,0.0,,,,,0,0.0,,0.0,0.0,,,,,0,0.0,
177472,199.0,621632.0,3124.0,,,,199,621632.0,3124.0,75.0,113896.0,1519.0,,,,75,113896.0,1519.0
177542,10.0,215246.0,21525.0,0.0,0.0,,10,215246.0,21525.0,0.0,0.0,,0.0,0.0,,0,0.0,
177551,8.0,48464.0,6058.0,,,,8,48464.0,6058.0,0.0,0.0,,,,,0,0.0,
177588,0.0,0.0,,,,,0,0.0,,0.0,0.0,,,,,0,0.0,
177603,0.0,0.0,,,,,0,0.0,,0.0,0.0,,,,,0,0.0,
177676,55.0,166629.0,3030.0,,,,55,166629.0,3030.0,4.0,13210.0,3303.0,,,,4,13210.0,3303.0
177685,1.0,8725.0,8725.0,,,,1,8725.0,8725.0,0.0,0.0,,,,,0,0.0,
177719,27.0,526981.0,19518.0,0.0,0.0,,27,526981.0,19518.0,0.0,0.0,,0.0,0.0,,0,0.0,
177746,13.0,238836.0,18372.0,,,,13,238836.0,18372.0,0.0,0.0,,,,,0,0.0,
177834,,,,45.0,744191.0,16538.0,45,744191.0,16538.0,,,,0.0,0.0,,0,0.0,
177931,0.0,0.0,,,,,0,0.0,,0.0,0.0,,,,,0,0.0,
177940,59.0,326308.0,5531.0,5.0,24279.0,4856.0,64,350587.0,5478.0,13.0,36580.0,2814.0,1.0,1500.0,1500.0,14,38080.0,2720.0
177968,150.0,1657075.0,11047.0,38.0,271909.0,7156.0,188,1928984.0,10261.0,0.0,0.0,,1.0,3855.0,3855.0,1,3855.0,3855.0
177977,35.0,260120.0,7432.0,,,,35,260120.0,7432.0,0.0,0.0,,,,,0,0.0,
177986,15.0,62096.0,4140.0,31.0,381465.0,12305.0,46,443561.0,9643.0,31.0,83675.0,2699.0,4.0,7750.0,1938.0,35,91425.0,2612.0
177995,203.0,547137.0,2695.0,,,,203,547137.0,2695.0,0.0,0.0,,,,,0,0.0,
178059,263.0,2602440.0,9895.0,115.0,1384839.0,12042.0,378,3987279.0,10548.0,50.0,111750.0,2235.0,22.0,56700.0,2577.0,72,168450.0,2340.0
178077,1.0,17775.0,17775.0,,,,1,17775.0,17775.0,0.0,0.0,,,,,0,0.0,
178183,9.0,104974.0,11664.0,,,,9,104974.0,11664.0,0.0,0.0,,,,,0,0.0,
178208,19.0,133533.0,7028.0,44.0,122266.0,2779.0,63,255799.0,4060.0,5.0,4500.0,900.0,5.0,3750.0,750.0,10,8250.0,825.0
178217,38.0,104284.0,2744.0,,,,38,104284.0,2744.0,2.0,4524.0,2262.0,,,,2,4524.0,2262.0
178244,36.0,414249.0,11507.0,5.0,25944.0,5189.0,41,440193.0,10736.0,5.0,19004.0,3801.0,0.0,0.0,,5,19004.0,3801.0
178341,66.0,320289.0,4853.0,1.0,6000.0,6000.0,67,326289.0,4870.0,33.0,95825.0,2904.0,2.0,5350.0,2675.0,35,101175.0,2891.0
178369,18.0,299397.0,16633.0,1.0,5940.0,5940.0,19,305337.0,16070.0,0.0,0.0,,0.0,0.0,,0,0.0,
178387,59.0,339870.0,5761.0,2.0,12629.0,6315.0,61,352499.0,5779.0,6.0,23475.0,3913.0,2.0,4250.0,2125.0,8,27725.0,3466.0
178396,267.0,2667843.0,9992.0,81.0,925022.0,11420.0,348,3592865.0,10324.0,90.0,316232.0,3514.0,40.0,70581.0,1765.0,130,386813.0,2975.0
178402,153.0,873018.0,5706.0,51.0,442894.0,8684.0,204,1315912.0,6451.0,34.0,114790.0,3376.0,2.0,7250.0,3625.0,36,122040.0,3390.0
178411,107.0,1204863.0,11260.0,57.0,414802.0,7277.0,164,1619665.0,9876.0,29.0,121850.0,4202.0,198.0,709981.0,3586.0,227,831831.0,3664.0
178420,154.0,1294436.0,8405.0,22.0,167691.0,7622.0,176,1462127.0,8308.0,18.0,35500.0,1972.0,1.0,250.0,250.0,19,35750.0,1882.0
178448,38.0,132005.0,3474.0,,,,38,132005.0,3474.0,7.0,14843.0,2120.0,,,,7,14843.0,2120.0
178518,,,,2.0,6349.0,3175.0,2,6349.0,3175.0,,,,2.0,9000.0,4500.0,2,9000.0,4500.0
178527,1.0,5559.0,5559.0,,,,1,5559.0,5559.0,0.0,0.0,,,,,0,0.0,
178615,19.0,140055.0,7371.0,1.0,1145.0,1145.0,20,141200.0,7060.0,15.0,64500.0,4300.0,0.0,0.0,,15,64500.0,4300.0
178624,57.0,433394.0,7603.0,25.0,73655.0,2946.0,82,507049.0,6184.0,0.0,0.0,,7.0,24750.0,3536.0,7,24750.0,3536.0
178679,7.0,49042.0,7006.0,0.0,0.0,,7,49042.0,7006.0,0.0,0.0,,0.0,0.0,,0,0.0,
178697,6.0,11260.0,1877.0,,,,6,11260.0,1877.0,0.0,0.0,,,,,0,0.0,
178721,1564.0,8075869.0,5164.0,319.0,1523160.0,4775.0,1883,9599029.0,5098.0,3696.0,8308793.0,2248.0,186.0,376053.0,2022.0,3882,8684846.0,2237.0
178767,6.0,67928.0,11321.0,,,,6,67928.0,11321.0,0.0,0.0,,,,,0,0.0,
178828,2.0,16208.0,8104.0,,,,2,16208.0,8104.0,0.0,0.0,,,,,0,0.0,
178891,141.0,1583361.0,11230.0,,,,141,1583361.0,11230.0,0.0,0.0,,,,,0,0.0,
178989,0.0,0.0,,2.0,8450.0,4225.0,2,8450.0,4225.0,0.0,0.0,,0.0,0.0,,0,0.0,
179043,17.0,144157.0,8480.0,11.0,153866.0,13988.0,28,298023.0,10644.0,2.0,7750.0,3875.0,2.0,2875.0,1438.0,4,10625.0,2656.0
179159,170.0,2076489.0,12215.0,65.0,933166.0,14356.0,235,3009655.0,12807.0,26.0,54250.0,2087.0,6.0,13250.0,2208.0,32,67500.0,2109.0
179195,1.0,2312.0,2312.0,,,,1,2312.0,2312.0,0.0,0.0,,,,,0,0.0,
179265,3.0,75084.0,25028.0,5.0,119226.0,23845.0,8,194310.0,24289.0,0.0,0.0,,0.0,0.0,,0,0.0,
179308,147.0,278136.0,1892.0,,,,147,278136.0,1892.0,63.0,107308.0,1703.0,,,,63,107308.0,1703.0
179317,,,,0.0,0.0,,0,0.0,,,,,1.0,2500.0,2500.0,1,2500.0,2500.0
179326,41.0,526647.0,12845.0,3.0,9057.0,3019.0,44,535704.0,12175.0,0.0,0.0,,0.0,0.0,,0,0.0,
179344,17.0,45963.0,2704.0,,,,17,45963.0,2704.0,1.0,1494.0,1494.0,,,,1,1494.0,1494.0
179511,1.0,6540.0,6540.0,,,,1,6540.0,6540.0,0.0,0.0,,,,,0,0.0,
179539,61.0,244555.0,4009.0,,,,61,244555.0,4009.0,173.0,273347.0,1580.0,,,,173,273347.0,1580.0
179548,4.0,48385.0,12096.0,3.0,42310.0,14103.0,7,90695.0,12956.0,0.0,0.0,,0.0,0.0,,0,0.0,
179557,93.0,590115.0,6345.0,6.0,35020.0,5837.0,99,625135.0,6314.0,73.0,268154.0,3673.0,3.0,3813.0,1271.0,76,271967.0,3579.0
179566,192.0,1248179.0,6501.0,48.0,293459.0,6114.0,240,1541638.0,6423.0,56.0,245298.0,4380.0,27.0,49518.0,1834.0,83,294816.0,3552.0
179645,21.0,85333.0,4063.0,,,,21,85333.0,4063.0,1.0,3500.0,3500.0,,,,1,3500.0,3500.0
179715,6.0,26242.0,4374.0,,,,6,26242.0,4374.0,2.0,3456.0,1728.0,,,,2,3456.0,1728.0
179812,,,,7.0,204540.0,29220.0,7,204540.0,29220.0,,,,0.0,0.0,,0,0.0,
179867,33.0,1163422.0,35255.0,82.0,1836309.0,22394.0,115,2999731.0,26085.0,0.0,0.0,,2.0,1500.0,750.0,2,1500.0,750.0
179894,137.0,1630422.0,11901.0,1099.0,5473501.0,4980.0,1236,7103923.0,5748.0,64.0,144250.0,2254.0,198.0,564746.0,2852.0,262,708996.0,2706.0
179946,12.0,132762.0,11064.0,,,,12,132762.0,11064.0,6.0,21750.0,3625.0,,,,6,21750.0,3625.0
179955,15.0,169730.0,11315.0,1.0,10620.0,10620.0,16,180350.0,11272.0,0.0,0.0,,0.0,0.0,,0,0.0,
179964,9.0,133070.0,14786.0,3.0,17725.0,5908.0,12,150795.0,12566.0,12.0,47750.0,3979.0,2.0,7750.0,3875.0,14,55500.0,3964.0
179991,0.0,0.0,,,,,0,0.0,,0.0,0.0,,,,,0,0.0,
180054,0.0,0.0,,,,,0,0.0,,0.0,0.0,,,,,0,0.0,
180063,1.0,12800.0,12800.0,,,,1,12800.0,12800.0,0.0,0.0,,,,,0,0.0,
180081,11.0,68240.0,6204.0,,,,11,68240.0,6204.0,0.0,0.0,,,,,0,0.0,
180090,2.0,29600.0,14800.0,,,,2,29600.0,14800.0,0.0,0.0,,,,,0,0.0,
180106,49.0,1272714.0,25974.0,2.0,43443.0,21722.0,51,1316157.0,25807.0,0.0,0.0,,0.0,0.0,,0,0.0,
180151,6.0,18520.0,3087.0,,,,6,18520.0,3087.0,0.0,0.0,,,,,0,0.0,
180160,0.0,0.0,,,,,0,0.0,,0.0,0.0,,,,,0,0.0,
180179,97.0,381817.0,3936.0,5.0,15059.0,3012.0,102,396876.0,3891.0,3.0,5685.0,1895.0,2.0,7384.0,3692.0,5,13069.0,2614.0
180197,56.0,187964.0,3357.0,,,,56,187964.0,3357.0,0.0,0.0,,,,,0,0.0,
180203,0.0,0.0,,,,,0,0.0,,0.0,0.0,,,,,0,0.0,
180212,0.0,0.0,,,,,0,0.0,,0.0,0.0,,,,,0,0.0,
