UNITID,UGPO9_N,UGPO9_T,UGPO9_A,GPO9_N,GPO9_T,GPO9_A,PO9_N,PO9_T,PO9_A,UGDOD_N,UGDOD_T,UGDOD_A,GDOD_N,GDOD_T,GDOD_A,DOD_N,DOD_T,DOD_A
128391,26.0,228213.0,8777.0,6.0,60936.0,10156.0,32,289149.0,9036.0,0.0,0.0,,1.0,1500.0,1500.0,1,1500.0,1500.0
128498,24.0,299045.0,12460.0,14.0,249123.0,17795.0,38,548168.0,14425.0,0.0,0.0,,0.0,0.0,,0,0.0,
128577,13.0,66266.0,5097.0,,,,13,66266.0,5097.0,0.0,0.0,,,,,0,0.0,
128586,0.0,0.0,,,,,0,0.0,,0.0,0.0,,,,,0,0.0,
128744,8.0,113812.0,14227.0,11.0,150435.0,13676.0,19,264247.0,13908.0,0.0,0.0,,0.0,0.0,,0,0.0,
128771,125.0,1082105.0,8657.0,26.0,154485.0,5942.0,151,1236590.0,8189.0,2.0,8851.0,4426.0,0.0,0.0,,2,8851.0,4426.0
128780,32.0,121056.0,3783.0,2.0,7919.0,3960.0,34,128975.0,3793.0,20.0,46250.0,2313.0,3.0,4500.0,1500.0,23,50750.0,2207.0
128896,11.0,70972.0,6452.0,,,,11,70972.0,6452.0,0.0,0.0,,,,,0,0.0,
128902,6.0,156257.0,26043.0,,,,6,156257.0,26043.0,0.0,0.0,,,,,0,0.0,
129002,42.0,512524.0,12203.0,,,,42,512524.0,12203.0,0.0,0.0,,,,,0,0.0,
129020,148.0,4695406.0,31726.0,97.0,2822072.0,29094.0,245,7517478.0,30684.0,4.0,15250.0,3813.0,4.0,10000.0,2500.0,8,25250.0,3156.0
129154,55.0,703551.0,12792.0,2.0,20600.0,10300.0,57,724151.0,12704.0,0.0,0.0,,0.0,0.0,,0,0.0,
129181,89.0,1170657.0,13153.0,,,,89,1170657.0,13153.0,0.0,0.0,,,,,0,0.0,
129215,48.0,379612.0,7909.0,6.0,58689.0,9782.0,54,438301.0,8117.0,0.0,0.0,,0.0,0.0,,0,0.0,
129242,10.0,77434.0,7743.0,2.0,4017.0,2009.0,12,81451.0,6788.0,0.0,0.0,,0.0,0.0,,0,0.0,
129349,0.0,0.0,,,,,0,0.0,,0.0,0.0,,,,,0,0.0,
129367,8.0,20144.0,2518.0,,,,8,20144.0,2518.0,0.0,0.0,,,,,0,0.0,
129482,1.0,4536.0,4536.0,,,,1,4536.0,4536.0,0.0,0.0,,,,,0,0.0,
129491,,,,1.0,3496.0,3496.0,1,3496.0,3496.0,,,,3.0,6750.0,2250.0,3,6750.0,2250.0
129525,17.0,467399.0,27494.0,13.0,165933.0,12764.0,30,633332.0,21111.0,0.0,0.0,,0.0,0.0,,0,0.0,
129534,10.0,95576.0,9558.0,8.0,24952.0,3119.0,18,120528.0,6696.0,0.0,0.0,,4.0,7500.0,1875.0,4,7500.0,1875.0
129543,20.0,69707.0,3485.0,,,,20,69707.0,3485.0,0.0,0.0,,,,,0,0.0,
129695,31.0,81445.0,2627.0,,,,31,81445.0,2627.0,0.0,0.0,,,,,0,0.0,
129729,12.0,15462.0,1289.0,,,,12,15462.0,1289.0,0.0,0.0,,,,,0,0.0,
129756,6.0,11520.0,1920.0,,,,6,11520.0,1920.0,0.0,0.0,,,,,0,0.0,
129774,6.0,168012.0,28002.0,,,,6,168012.0,28002.0,0.0,0.0,,,,,0,0.0,
129808,21.0,47782.0,2275.0,,,,21,47782.0,2275.0,0.0,0.0,,,,,0,0.0,
129923,29.0,260310.0,8976.0,,,,29,260310.0,8976.0,0.0,0.0,,,,,0,0.0,
129932,19.0,170401.0,8968.0,,,,19,170401.0,8968.0,0.0,0.0,,,,,0,0.0,
129941,110.0,2344550.0,21314.0,66.0,710591.0,10767.0,176,3055141.0,17359.0,1.0,750.0,750.0,6.0,15000.0,2500.0,7,15750.0,2250.0
130004,24.0,82540.0,3439.0,,,,24,82540.0,3439.0,0.0,0.0,,,,,0,0.0,
130040,1.0,3864.0,3864.0,,,,1,3864.0,3864.0,0.0,0.0,,,,,0,0.0,
130110,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,,0.0,0.0,,0,0.0,
130174,72.0,980987.0,13625.0,,,,72,980987.0,13625.0,0.0,0.0,,,,,0,0.0,
130183,567.0,2383308.0,4203.0,117.0,389915.0,3333.0,684,2773223.0,4054.0,2651.0,6642789.0,2506.0,255.0,560661.0,2199.0,2906,7203450.0,2479.0
130217,15.0,51497.0,3433.0,,,,15,51497.0,3433.0,0.0,0.0,,,,,0,0.0,
130226,147.0,4735454.0,32214.0,41.0,776275.0,18934.0,188,5511729.0,29318.0,2.0,9000.0,4500.0,1.0,4500.0,4500.0,3,13500.0,4500.0
130253,46.0,1265781.0,27517.0,23.0,293741.0,12771.0,69,1559522.0,22602.0,0.0,0.0,,0.0,0.0,,0,0.0,
130314,4.0,64157.0,16039.0,1.0,12808.0,12808.0,5,76965.0,15393.0,0.0,0.0,,5.0,22367.0,4473.0,5,22367.0,4473.0
130396,72.0,214392.0,2978.0,,,,72,214392.0,2978.0,0.0,0.0,,,,,0,0.0,
130493,119.0,836905.0,7033.0,24.0,179094.0,7462.0,143,1015999.0,7105.0,1.0,1500.0,1500.0,0.0,0.0,,1,1500.0,1500.0
130509,2.0,23405.0,11703.0,,,,2,23405.0,11703.0,0.0,0.0,,,,,0,0.0,
130590,5.0,110611.0,22122.0,0.0,0.0,,5,110611.0,22122.0,0.0,0.0,,0.0,0.0,,0,0.0,
130606,31.0,88008.0,2839.0,,,,31,88008.0,2839.0,0.0,0.0,,,,,0,0.0,
130697,19.0,776614.0,40874.0,0.0,0.0,,19,776614.0,40874.0,0.0,0.0,,0.0,0.0,,0,0.0,
130776,76.0,673206.0,8858.0,9.0,91229.0,10137.0,85,764435.0,8993.0,0.0,0.0,,0.0,0.0,,0,0.0,
130794,23.0,638968.0,27781.0,68.0,2087510.0,30699.0,91,2726478.0,29961.0,0.0,0.0,,0.0,0.0,,0,0.0,
130837,0.0,0.0,,,,,0,0.0,,0.0,0.0,,,,,0,0.0,
130873,5.0,55079.0,11016.0,,,,5,55079.0,11016.0,0.0,0.0,,,,,0,0.0,
130907,160.0,405500.0,2534.0,,,,160,405500.0,2534.0,39.0,81533.0,2091.0,,,,39,81533.0,2091.0
130934,95.0,489038.0,5148.0,9.0,24701.0,2745.0,104,513739.0,4940.0,0.0,0.0,,0.0,0.0,,0,0.0,
130943,200.0,2751284.0,13756.0,40.0,614328.0,15358.0,240,3365612.0,14023.0,27.0,115113.0,4263.0,5.0,6000.0,1200.0,32,121113.0,3785.0
130989,8.0,67834.0,8479.0,2.0,11798.0,5899.0,10,79632.0,7963.0,1.0,3750.0,3750.0,0.0,0.0,,1,3750.0,3750.0
131061,4.0,31206.0,7802.0,,,,4,31206.0,7802.0,0.0,0.0,,,,,0,0.0,
131113,255.0,1228010.0,4816.0,109.0,407544.0,3739.0,364,1635554.0,4493.0,0.0,0.0,,8.0,19600.0,2450.0,8,19600.0,2450.0
131159,136.0,4403503.0,32379.0,316.0,6033951.0,19095.0,452,10437454.0,23092.0,1.0,1000.0,1000.0,43.0,144679.0,3365.0,44,145679.0,3311.0
