UNITID,LEXP100K,LCOLELYN,LPBOOKS,LEBOOKS,LEDATAB,LPMEDIA,LEMEDIA,LPSERIA,LESERIA,LPCLLCT,LECLLCT,LTCLLCT,LPCRCLT,LECRCLT,LTCRCLT,LILLDYN,LILLDPR,LILLDRC,LILSYN,LSTOTAL,LSLIBRN,LSOPROF,LSOPAID,LSSTAST,LBRANCH,LSALWAG,LFRNGBYN,LFRNGBN,LEXMSBB,LEXMSCS,LEXMSOT,LEXMSTL,LEXOMPS,LEXOMOT,LEXOMTL,LEXPTOT,LSWMSOM
100654,1,2,387631.0,228498.0,106.0,26186.0,38684.0,1392.0,132581.0,415209.0,399869.0,815078.0,1879.0,196426.0,198305.0,1,2542.0,146.0,1.0,26.0,7.0,4.0,3.0,12.0,0.0,1162701.0,1,372120.0,35325.0,751351.0,126765.0,913441.0,17280.0,1098217.0,1115497.0,3563759.0,3191639.0
100663,1,2,901571.0,520306.0,573.0,21677.0,25253.0,27543.0,123641.0,950791.0,669773.0,1620564.0,27338.0,212934.0,240272.0,1,15394.0,4776.0,1.0,108.5,32.0,40.0,24.5,12.0,1.0,4053374.0,1,1143798.0,2240810.0,8159643.0,189585.0,10590038.0,14593.0,2724855.0,2739448.0,18526658.0,17382860.0
100690,1,2,53214.0,746.0,62.0,0.0,0.0,1220.0,0.0,54434.0,808.0,55242.0,39.0,35832.0,35871.0,1,0.0,436.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,52655.0,2,0.0,9813.0,79860.0,4044.0,93717.0,0.0,5038.0,5038.0,151410.0,151410.0
100706,1,2,205107.0,489643.0,251.0,14480.0,86133.0,852.0,107650.0,220439.0,683677.0,904116.0,2747.0,323020.0,325767.0,1,4489.0,2145.0,1.0,30.8,10.8,4.0,7.31,8.69,0.0,1298795.0,2,0.0,47819.0,1483326.0,30547.0,1561692.0,4516.0,132732.0,137248.0,2997735.0,2997735.0
100724,1,2,224634.0,110047.0,198.0,34696.0,2.0,1616.0,7113.0,260946.0,117360.0,378306.0,517.0,37456.0,37973.0,1,262.0,19.0,1.0,39.0,13.0,6.0,11.0,9.0,0.0,1256374.0,1,434503.0,45954.0,565249.0,0.0,611203.0,4623.0,254731.0,259354.0,2561434.0,2126931.0
100751,1,2,2181245.0,2781589.0,623.0,199221.0,227948.0,72442.0,247455.0,2452908.0,3257615.0,5710523.0,35730.0,349569.0,385299.0,1,9493.0,8233.0,1.0,163.0,56.0,21.0,47.0,39.0,6.0,7223031.0,2,0.0,1533185.0,11095746.0,684575.0,13313506.0,0.0,2537690.0,2537690.0,23074227.0,23074227.0
100760,1,2,26471.0,8656.0,2.0,472.0,0.0,0.0,0.0,26943.0,8658.0,35601.0,680.0,11.0,691.0,1,0.0,0.0,1.0,4.0,2.0,1.0,0.0,1.0,2.0,213333.0,1,50267.0,0.0,15594.0,3795.0,19389.0,0.0,4536.0,4536.0,287525.0,237258.0
100812,1,2,90400.0,604083.0,148.0,236.0,30006.0,81.0,75575.0,90717.0,709812.0,800529.0,1186.0,115942.0,117128.0,1,528.0,145.0,1.0,11.0,5.0,3.0,0.0,3.0,0.0,470659.0,1,161154.0,48368.0,216226.0,358.0,264952.0,0.0,13120.0,13120.0,909885.0,748731.0
100830,1,2,613706.0,716998.0,0.0,4253.0,167.0,959.0,64128.0,618918.0,781293.0,1400211.0,1897.0,1966.0,3863.0,1,621.0,1182.0,1.0,30.0,8.0,10.0,3.0,9.0,0.0,993545.0,1,292130.0,37560.0,395235.0,44887.0,477682.0,100.0,107026.0,107126.0,1870483.0,1578353.0
100858,1,2,1669761.0,1485650.0,358.0,609736.0,62732.0,66353.0,255636.0,2345850.0,1804376.0,4150226.0,45212.0,2254953.0,2300165.0,1,17673.0,6774.0,1.0,160.54,27.0,35.0,23.25,75.29,2.0,6239588.0,1,1479586.0,1066416.0,8449947.0,79742.0,9596105.0,19124.0,1918804.0,1937928.0,19253207.0,17773621.0
100937,1,2,247488.0,884131.0,175.0,31772.0,95000.0,16083.0,50000.0,295343.0,1029306.0,1324649.0,3880.0,547135.0,551015.0,1,595.0,726.0,1.0,12.7,6.0,0.0,4.0,2.7,0.0,473166.0,1,62315.0,51896.0,294109.0,0.0,346005.0,0.0,87425.0,87425.0,968911.0,906596.0
101028,1,2,32291.0,28501.0,104.0,536.0,0.0,0.0,24585.0,32827.0,53190.0,86017.0,759.0,915.0,1674.0,1,48.0,7.0,1.0,3.0,1.0,2.0,0.0,0.0,0.0,133272.0,1,48437.0,5030.0,100.0,5487.0,10617.0,0.0,0.0,0.0,192326.0,143889.0
101116,2,2,10423.0,581930.0,100.0,1259.0,79084.0,0.0,148816.0,11682.0,809930.0,821612.0,24.0,20293.0,20317.0,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,-2,,,,,,,,,,
101143,2,2,7336.0,10444.0,5.0,15.0,0.0,13.0,0.0,7364.0,10449.0,17813.0,47.0,121.0,168.0,2,,,1.0,4.48,0.0,2.0,0.48,2.0,,,-2,,,,,,,,,,
101161,1,2,128817.0,273203.0,86.0,8026.0,0.0,92.0,0.0,136935.0,273289.0,410224.0,3709.0,1424.0,5133.0,1,0.0,4.0,1.0,16.5,3.0,7.13,2.37,4.0,8.0,567886.0,1,198465.0,44190.0,35608.0,43451.0,123249.0,0.0,21374.0,21374.0,910974.0,712509.0
101189,1,2,119730.0,505777.0,137.0,1269.0,0.0,610.0,131167.0,121609.0,637081.0,758690.0,1058.0,5307.0,6365.0,1,1191.0,361.0,1.0,13.0,4.0,1.0,2.0,6.0,4.0,275778.0,2,0.0,1205.0,208301.0,20884.0,230390.0,5000.0,19834.0,24834.0,531002.0,531002.0
101240,1,2,54688.0,67999.0,70.0,4985.0,90.0,588.0,77895.0,60261.0,146054.0,206315.0,1912.0,147813.0,149725.0,1,0.0,0.0,1.0,12.0,3.0,3.0,4.0,2.0,3.0,286286.0,1,88748.0,4278.0,15848.0,3595.0,23721.0,0.0,66056.0,66056.0,464811.0,376063.0
101286,1,2,29218.0,600.0,8.0,2548.0,1.0,45.0,5.0,31811.0,614.0,32425.0,2162.0,9471.0,11633.0,1,0.0,3.0,1.0,8.18,2.71,0.0,0.47,5.0,1.0,252976.0,1,71215.0,21066.0,23254.0,4595.0,48915.0,0.0,949.0,949.0,374055.0,302840.0
101295,1,2,41392.0,233728.0,136.0,11361.0,250054.0,5.0,658871.0,52758.0,1142789.0,1195547.0,3220.0,3342.0,6562.0,1,0.0,0.0,1.0,11.0,2.0,3.0,2.0,4.0,1.0,224486.0,1,63731.0,21473.0,94359.0,0.0,115832.0,0.0,300.0,300.0,404349.0,340618.0
101301,2,2,23500.0,95.0,5.0,680.0,0.0,85.0,5000.0,24265.0,5100.0,29365.0,1450.0,42.0,1492.0,2,,,1.0,3.0,0.0,1.0,0.0,2.0,,,-2,,,,,,,,,,
101365,2,1,,374896.0,117.0,,113478.0,,80938.0,,569429.0,569429.0,,411275.0,411275.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,-2,,,,,,,,,,
101435,1,2,72813.0,108721.0,137.0,5533.0,36.0,160.0,50983.0,78506.0,159877.0,238383.0,1651.0,23636.0,25287.0,1,198.0,231.0,1.0,6.78,4.0,1.0,1.12,0.66,0.0,282064.0,1,49304.0,41955.0,122174.0,5788.0,169917.0,1877.0,76399.0,78276.0,579561.0,530257.0
101453,1,2,108486.0,1557.0,1.0,12594.0,0.0,15964.0,650.0,137044.0,2208.0,139252.0,695.0,29.0,724.0,1,0.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,52211.0,1,10991.0,39942.0,11930.0,29287.0,81159.0,0.0,14437.0,14437.0,158798.0,147807.0
101462,1,2,13681.0,131716.0,111.0,725.0,0.0,117.0,38.0,14523.0,131865.0,146388.0,746.0,3675.0,4421.0,2,,,1.0,3.0,2.0,0.0,0.0,1.0,0.0,152935.0,1,46148.0,14417.0,53802.0,0.0,68219.0,0.0,36750.0,36750.0,304052.0,257904.0
101471,2,2,1771.0,0.0,0.0,0.0,0.0,16.0,0.0,1787.0,0.0,1787.0,0.0,0.0,0.0,2,,,2.0,,,,,,,,-2,,,,,,,,,,
101480,1,2,639127.0,297680.0,458.0,10049.0,221981.0,65314.0,229191.0,714490.0,749310.0,1463800.0,6421.0,209000.0,215421.0,1,1287.0,203.0,1.0,46.0,14.0,15.0,0.0,17.0,0.0,1561637.0,2,0.0,202913.0,679028.0,0.0,881941.0,0.0,70000.0,70000.0,2513578.0,2513578.0
101505,1,2,43673.0,240370.0,58.0,0.0,54941.0,102.0,405256.0,43775.0,700625.0,744400.0,59.0,139087.0,139146.0,2,,,1.0,6.0,3.0,2.0,1.0,0.0,3.0,468857.0,1,149890.0,1856.0,194323.0,188.0,196367.0,0.0,52189.0,52189.0,867303.0,717413.0
101514,1,2,49039.0,49685.0,9.0,301.0,0.0,0.0,0.0,49340.0,49694.0,99034.0,689.0,1705.0,2394.0,1,0.0,5.0,1.0,15.0,2.0,4.0,7.0,2.0,1.0,425443.0,1,137469.0,13325.0,16501.0,51510.0,81336.0,176.0,48934.0,49110.0,693358.0,555889.0
101569,1,2,30240.0,92553.0,85.0,426.0,39376.0,24.0,7.0,30690.0,132021.0,162711.0,1593.0,833.0,2426.0,2,,,1.0,6.75,3.0,2.0,1.0,0.75,1.0,419839.0,1,151213.0,5644.0,36563.0,13272.0,55479.0,408.0,40807.0,41215.0,667746.0,516533.0
101587,1,2,118620.0,2831.0,225.0,2500.0,2500.0,11500.0,106467.0,132620.0,112023.0,244643.0,6880.0,5000.0,11880.0,1,118.0,153.0,1.0,13.0,4.0,1.0,0.0,8.0,0.0,415981.0,2,0.0,8000.0,0.0,0.0,8000.0,2500.0,0.0,2500.0,426481.0,426481.0
101602,1,2,25502.0,20744.0,68.0,1210.0,41823.0,1.0,0.0,26713.0,62635.0,89348.0,857.0,102.0,959.0,1,32.0,7.0,1.0,3.0,1.0,2.0,0.0,0.0,3.0,184472.0,1,59487.0,1959.0,26721.0,781.0,29461.0,0.0,0.0,0.0,273420.0,213933.0
101648,1,2,24326.0,8545.0,7.0,455.0,0.0,1483.0,0.0,26264.0,8552.0,34816.0,1180.0,1415.0,2595.0,1,0.0,0.0,1.0,5.0,3.0,2.0,0.0,0.0,0.0,103204.0,1,37190.0,3053.0,8196.0,0.0,11249.0,0.0,4503.0,4503.0,156146.0,118956.0
101675,1,2,41613.0,150000.0,68.0,1459.0,0.0,11504.0,0.0,54576.0,150068.0,204644.0,105.0,501.0,606.0,2,,,1.0,12.0,2.0,2.0,1.0,7.0,0.0,130000.0,1,20000.0,0.0,3000.0,0.0,3000.0,19486.0,0.0,19486.0,172486.0,152486.0
101693,1,2,37901.0,177965.0,95.0,428.0,0.0,0.0,39201.0,38329.0,217261.0,255590.0,2213.0,7427.0,9640.0,1,2.0,25.0,1.0,8.0,2.0,0.0,1.0,5.0,0.0,122836.0,2,0.0,0.0,144881.0,0.0,144881.0,0.0,31448.0,31448.0,299165.0,299165.0
101709,1,2,190753.0,306519.0,115.0,4669.0,48174.0,1346.0,79029.0,196768.0,433837.0,630605.0,2983.0,57909.0,60892.0,1,1658.0,622.0,1.0,15.62,6.6,0.0,4.7,4.32,0.0,635230.0,1,176378.0,60495.0,255205.0,14789.0,330489.0,6896.0,100612.0,107508.0,1249605.0,1073227.0
101736,1,2,58866.0,38123.0,105.0,836.0,4.0,0.0,0.0,59702.0,38232.0,97934.0,2138.0,5626.0,7764.0,1,0.0,7.0,1.0,6.78,2.0,1.0,1.78,2.0,1.0,250636.0,1,68444.0,2530.0,0.0,18286.0,20816.0,0.0,3338.0,3338.0,343234.0,274790.0
101879,1,2,218068.0,604297.0,216.0,9922.0,122514.0,2457.0,64296.0,230447.0,791323.0,1021770.0,7222.0,212294.0,219516.0,1,342.0,1017.0,1.0,23.43,8.0,1.0,10.4,4.03,2.0,1025248.0,1,327970.0,75022.0,938790.0,11668.0,1025480.0,406.0,193398.0,193804.0,2572502.0,2244532.0
101897,1,2,42108.0,267071.0,75.0,818.0,80324.0,151.0,24353.0,43077.0,371823.0,414900.0,1958.0,2085.0,4043.0,1,12.0,9.0,1.0,5.0,2.5,1.5,1.0,0.0,0.0,328114.0,1,103603.0,24155.0,54701.0,0.0,78856.0,0.0,39355.0,39355.0,549928.0,446325.0
101912,1,2,71813.0,2543042.0,106.0,5982.0,2257977.0,41.0,48081.0,77836.0,4849206.0,4927042.0,436.0,1018227.0,1018663.0,1,168.0,38.0,1.0,12.0,2.0,2.0,3.5,4.5,1.0,290920.0,1,153180.0,17308.0,246569.0,9573.0,273450.0,5603.0,38290.0,43893.0,761443.0,608263.0
101994,1,2,6364.0,5466.0,2.0,258.0,0.0,37.0,3019.0,6659.0,8487.0,15146.0,12.0,504.0,516.0,2,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,80693.0,1,25932.0,3000.0,9250.0,14500.0,26750.0,0.0,2300.0,2300.0,135675.0,109743.0
102030,1,2,2109.0,180000.0,5.0,4923.0,11427.0,99.0,0.0,7131.0,191432.0,198563.0,275.0,1300.0,1575.0,2,,,1.0,7.0,1.0,3.0,0.0,3.0,3.0,186887.0,1,83127.0,4128.0,53315.0,3867.0,61310.0,0.0,23562.0,23562.0,354886.0,271759.0
102049,1,2,284574.0,299557.0,329.0,14692.0,149415.0,7540.0,109335.0,306806.0,558636.0,865442.0,25950.0,64695.0,90645.0,1,2584.0,3767.0,1.0,40.13,19.0,0.0,17.5,3.63,2.0,2218565.0,1,838828.0,40641.0,854427.0,168453.0,1063521.0,2594.0,288754.0,291348.0,4412262.0,3573434.0
102058,2,2,25339.0,61.0,6.0,0.0,132.0,0.0,0.0,25339.0,199.0,25538.0,565.0,593.0,1158.0,1,4.0,4.0,1.0,2.0,1.0,0.0,0.0,1.0,,,-2,,,,,,,,,,
102067,1,2,40355.0,28977.0,8.0,374.0,0.0,1.0,0.0,40730.0,28985.0,69715.0,4188.0,4186.0,8374.0,1,0.0,0.0,1.0,6.0,4.0,2.0,0.0,0.0,1.0,425753.0,1,140457.0,33653.0,33808.0,0.0,67461.0,0.0,10988.0,10988.0,644659.0,504202.0
102076,1,1,,222376.0,69.0,,38133.0,,0.0,,260578.0,260578.0,,168.0,168.0,2,,,1.0,2.0,2.0,0.0,0.0,0.0,0.0,158251.0,1,50613.0,0.0,29908.0,0.0,29908.0,0.0,8770.0,8770.0,247542.0,196929.0
102094,1,2,366405.0,577145.0,220.0,26615.0,67663.0,2161.0,83761.0,395181.0,728789.0,1123970.0,11290.0,62028.0,73318.0,1,7086.0,3979.0,1.0,64.0,19.0,4.0,35.0,6.0,2.0,2465041.0,1,877395.0,51711.0,3916575.0,286085.0,4254371.0,551.0,51889.0,52440.0,7649247.0,6771852.0
102234,1,2,137551.0,274297.0,109.0,11568.0,24069.0,2460.0,68229.0,151579.0,366704.0,518283.0,1584.0,24950.0,26534.0,1,2.0,17.0,1.0,4.5,3.0,1.0,0.0,0.5,1.0,231837.0,2,0.0,0.0,132121.0,0.0,132121.0,0.0,79968.0,79968.0,443926.0,443926.0
102270,1,2,119000.0,206852.0,104.0,6227.0,0.0,0.0,0.0,125227.0,206956.0,332183.0,277.0,17795.0,18072.0,1,0.0,7.0,1.0,4.0,2.0,2.0,0.0,0.0,0.0,158568.0,1,25125.0,8797.0,560.0,1063.0,10420.0,0.0,15530.0,15530.0,209643.0,184518.0
102298,1,2,66649.0,517278.0,209.0,410.0,24782.0,504.0,162.0,67563.0,542431.0,609994.0,255.0,200167.0,200422.0,1,0.0,2.0,1.0,11.0,2.0,1.0,2.0,6.0,1.0,132000.0,1,11568.0,8355.0,60000.0,6541.0,74896.0,1000.0,5523.0,6523.0,224987.0,213419.0
102313,1,2,4917.0,1179.0,32.0,87.0,0.0,0.0,70.0,5004.0,1281.0,6285.0,2053.0,1042.0,3095.0,2,,,1.0,12.0,2.0,1.0,2.0,7.0,1.0,250400.0,1,44653.0,61866.0,87500.0,20000.0,169366.0,0.0,0.0,0.0,464419.0,419766.0
102368,1,2,263682.0,525740.0,283.0,9282.0,339077.0,3592.0,353509.0,276556.0,1218609.0,1495165.0,3939.0,224925.0,228864.0,1,1645.0,642.0,1.0,28.25,11.5,2.0,11.0,3.75,2.0,1112644.0,1,426385.0,70814.0,1287391.0,4529.0,1362734.0,415.0,287450.0,287865.0,3189628.0,2763243.0
102377,1,2,382256.0,201.0,387.0,2401.0,923.0,1513.0,31.0,386170.0,1542.0,387712.0,727.0,3871.0,4598.0,1,197.0,111.0,1.0,52.0,9.0,19.0,0.0,24.0,5.0,791638.0,1,142111.0,99100.0,1039900.0,91000.0,1230000.0,300000.0,87230.0,387230.0,2550979.0,2408868.0
102395,1,2,9037.0,21631.0,55.0,1094.0,0.0,530.0,72926.0,10661.0,94612.0,105273.0,172.0,1.0,173.0,1,23.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,73578.0,1,15499.0,5969.0,48778.0,6218.0,60965.0,0.0,4662.0,4662.0,154704.0,139205.0
102429,1,2,62610.0,191.0,106.0,1547.0,0.0,57.0,0.0,64214.0,297.0,64511.0,1520.0,1224.0,2744.0,1,0.0,0.0,1.0,7.8,3.0,3.0,1.8,0.0,4.0,384555.0,1,129765.0,12833.0,1909.0,18954.0,33696.0,0.0,0.0,0.0,548016.0,418251.0
102553,1,2,952199.0,625397.0,151.0,513979.0,96935.0,17338.0,102185.0,1483516.0,824668.0,2308184.0,31399.0,202909.0,234308.0,1,10407.0,2353.0,1.0,62.2,24.55,6.5,19.65,11.5,4.0,3004824.0,1,1748110.0,201725.0,1059058.0,22517.0,1283300.0,7784.0,309307.0,317091.0,6353325.0,4605215.0
102580,2,2,30639.0,11.0,1.0,262.0,0.0,13.0,0.0,30914.0,12.0,30926.0,1705.0,2893.0,4598.0,2,,,1.0,1.25,1.0,0.0,0.0,0.25,,,-2,,,,,,,,,,
102614,1,2,509933.0,443010.0,186.0,144962.0,170293.0,18204.0,77867.0,673099.0,691356.0,1364455.0,6899.0,147554.0,154453.0,1,4303.0,1903.0,1.0,47.0,6.0,9.0,22.0,10.0,1.0,2282731.0,1,928286.0,66358.0,1903206.0,0.0,1969564.0,0.0,0.0,0.0,5180581.0,4252295.0
102632,1,2,156441.0,365624.0,133.0,6850.0,12888.0,3453.0,98049.0,166744.0,476694.0,643438.0,9237.0,37422.0,46659.0,1,3440.0,875.0,1.0,12.51,3.48,1.8,5.31,1.92,1.0,614900.0,1,319611.0,108679.0,87569.0,9748.0,205996.0,8356.0,80679.0,89035.0,1229542.0,909931.0
102845,1,1,,0.0,4.0,,0.0,,0.0,,4.0,4.0,,31250.0,31250.0,2,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,55978.0,1,8865.0,0.0,76093.0,0.0,76093.0,0.0,0.0,0.0,140936.0,132071.0
103501,2,2,1102.0,0.0,1.0,6.0,0.0,20.0,0.0,1128.0,1.0,1129.0,117.0,17943.0,18060.0,2,,,2.0,,,,,,,,-2,,,,,,,,,,
103963,2,2,957.0,314056.0,83.0,0.0,1171.0,46.0,28084.0,1003.0,343394.0,344397.0,0.0,9671.0,9671.0,2,,,2.0,,,,,,,,-2,,,,,,,,,,
104090,2,1,,222838.0,389.0,,40000.0,,135.0,,263362.0,263362.0,,2854607.0,2854607.0,1,0.0,7.0,1.0,0.28,0.28,0.0,0.0,0.0,,,-2,,,,,,,,,,
104151,1,2,2447205.0,2164078.0,711.0,858587.0,251595.0,66939.0,176011.0,3372731.0,2592395.0,5965126.0,42170.0,4155362.0,4197532.0,1,16541.0,27011.0,1.0,179.0,56.0,1.0,122.0,0.0,7.0,12093793.0,1,3387044.0,1381830.0,11391212.0,158834.0,12931876.0,34230.0,4284742.0,4318972.0,32731685.0,29344641.0
104160,1,2,51596.0,100673.0,51.0,4608.0,40355.0,424.0,18606.0,56628.0,159685.0,216313.0,2945.0,71610.0,74555.0,1,0.0,28.0,1.0,12.43,6.01,0.0,5.41,1.01,0.0,489712.0,1,160693.0,81501.0,126161.0,1826.0,209488.0,2033.0,112411.0,114444.0,974337.0,813644.0
104179,1,2,2415622.0,2750047.0,935.0,250000.0,205311.0,21774.0,328046.0,2687396.0,3284339.0,5971735.0,22432.0,7035806.0,7058238.0,1,17155.0,10833.0,1.0,190.1,47.0,60.5,54.0,28.6,3.0,10877769.0,1,3187682.0,1410321.0,12484481.0,1083295.0,14978097.0,0.0,4062982.0,4062982.0,33106530.0,29918848.0
104346,1,2,84750.0,220424.0,44.0,4349.0,40414.0,1.0,28.0,89100.0,260910.0,350010.0,6990.0,96807.0,103797.0,1,578.0,9.0,1.0,15.0,6.0,0.0,6.0,3.0,5.0,507565.0,1,181777.0,80000.0,73000.0,0.0,153000.0,0.0,0.0,0.0,842342.0,660565.0
104425,1,2,46251.0,252186.0,144.0,6354.0,135226.0,28.0,0.0,52633.0,387556.0,440189.0,2578.0,98317.0,100895.0,1,142.0,140.0,1.0,13.0,3.0,2.0,6.0,2.0,1.0,434684.0,1,122846.0,12997.0,115403.0,1505.0,129905.0,0.0,22201.0,22201.0,709636.0,586790.0
104577,1,2,12838.0,256077.0,106.0,3212.0,80824.0,27.0,64530.0,16077.0,401537.0,417614.0,5498.0,70822.0,76320.0,2,,,1.0,9.0,1.0,0.0,5.0,3.0,2.0,296672.0,1,97577.0,44691.0,60083.0,0.0,104774.0,0.0,47517.0,47517.0,546540.0,448963.0
104586,1,2,22324.0,898643.0,100.0,2833.0,85870.0,135.0,110655.0,25292.0,1095268.0,1120560.0,8657.0,152027.0,160684.0,1,2124.0,933.0,1.0,18.5,8.0,6.0,0.0,4.5,0.0,746500.0,1,208338.0,34915.0,240827.0,95.0,275837.0,0.0,54538.0,54538.0,1285213.0,1076875.0
104665,2,2,10173.0,0.0,2.0,25.0,0.0,26.0,0.0,10224.0,2.0,10226.0,247.0,124.0,371.0,2,,,1.0,0.5,0.25,0.0,0.0,0.25,,,-2,,,,,,,,,,
104708,1,2,92183.0,478121.0,99.0,25785.0,39810.0,51.0,56610.0,118019.0,574640.0,692659.0,18883.0,148937.0,167820.0,1,496.0,75.0,1.0,19.78,10.0,7.75,1.9,0.13,1.0,1106789.0,2,0.0,125228.0,244397.0,0.0,369625.0,460.0,17487.0,17947.0,1494361.0,1494361.0
104717,1,2,6538.0,254642.0,250.0,133.0,36784.0,4.0,116474.0,6675.0,408150.0,414825.0,660.0,10381139.0,10381799.0,1,77.0,5369.0,1.0,39.5,19.5,5.0,0.0,15.0,0.0,1327889.0,2,0.0,75470.0,1414424.0,20649.0,1510543.0,0.0,332000.0,332000.0,3170432.0,3170432.0
105145,1,2,33751.0,548187.0,351.0,2940.0,121030.0,40.0,152226.0,36731.0,821794.0,858525.0,3610.0,74303.0,77913.0,1,155.0,29.0,1.0,7.41,3.91,3.0,0.5,0.0,0.0,449503.0,2,0.0,12243.0,188554.0,1036.0,201833.0,0.0,3513.0,3513.0,654849.0,654849.0
105154,1,2,78363.0,415268.0,179.0,1670.0,44758.0,978.0,27.0,81011.0,460232.0,541243.0,11895.0,301127.0,313022.0,1,197.0,12.0,1.0,37.0,7.0,8.0,22.0,0.0,1.0,1255417.0,1,369855.0,127887.0,280791.0,7939.0,416617.0,0.0,15000.0,15000.0,2056889.0,1687034.0
105206,1,2,19010.0,237000.0,87.0,1336.0,44003.0,1297.0,9.0,21643.0,281099.0,302742.0,2108.0,79754.0,81862.0,1,172.0,203.0,1.0,11.0,3.0,0.0,5.0,3.0,4.0,377389.0,2,0.0,27529.0,89601.0,6214.0,123344.0,0.0,3629.0,3629.0,504362.0,504362.0
105215,1,2,165.0,0.0,20.0,0.0,1260.0,14.0,0.0,179.0,1280.0,1459.0,170.0,16.0,186.0,2,,,1.0,1.0,0.0,1.0,0.0,0.0,0.0,115937.0,2,0.0,0.0,650.0,350.0,1000.0,0.0,0.0,0.0,116937.0,116937.0
105297,1,2,122336.0,7899.0,53.0,5106.0,256765.0,115.0,0.0,127557.0,264717.0,392274.0,1553.0,2341.0,3894.0,1,0.0,254.0,1.0,8.0,4.0,1.0,3.0,0.0,2.0,396132.0,1,114047.0,58500.0,142000.0,0.0,200500.0,1300.0,6849.0,8149.0,718828.0,604781.0
105330,1,2,575047.0,358674.0,148.0,49564.0,216502.0,4549.0,99750.0,629160.0,675074.0,1304234.0,22069.0,925661.0,947730.0,1,8945.0,12011.0,1.0,50.5,25.0,0.0,20.5,5.0,0.0,3226053.0,2,0.0,24613.0,1361786.0,130621.0,1517020.0,1465.0,321861.0,323326.0,5066399.0,5066399.0
105349,1,2,45509.0,5334.0,91.0,5109.0,0.0,120.0,65.0,50738.0,5490.0,56228.0,3559.0,75228.0,78787.0,1,114.0,22.0,1.0,11.0,3.0,4.0,4.0,0.0,8.0,383410.0,1,129980.0,37675.0,50712.0,1951.0,90338.0,0.0,0.0,0.0,603728.0,473748.0
105428,1,2,52290.0,260389.0,94.0,5954.0,121593.0,8.0,54679.0,58252.0,436755.0,495007.0,3484.0,122363.0,125847.0,1,646.0,213.0,1.0,15.65,6.35,0.0,8.2,1.1,0.0,860757.0,2,0.0,79981.0,221756.0,1036.0,302773.0,0.0,15571.0,15571.0,1179101.0,1179101.0
105525,1,2,300657.0,34065.0,102.0,22337.0,66091.0,278.0,63.0,323272.0,100321.0,423593.0,27201.0,619246.0,646447.0,1,147.0,23.0,1.0,46.5,16.0,1.0,18.5,11.0,5.0,1924644.0,1,617903.0,253062.0,363053.0,16469.0,632584.0,0.0,200270.0,200270.0,3375401.0,2757498.0
105534,2,1,,226153.0,9.0,,0.0,,0.0,,226162.0,226162.0,,278678.0,278678.0,2,,,2.0,,,,,,,,-2,,,,,,,,,,
105589,1,2,1236.0,32481.0,122487.0,318.0,2800.0,178.0,9250.0,1732.0,167018.0,168750.0,1705.0,52188.0,53893.0,1,1432.0,204.0,1.0,4.0,1.5,1.0,0.0,1.5,2.0,175994.0,1,33398.0,2047.0,186063.0,0.0,188110.0,0.0,28724.0,28724.0,426226.0,392828.0
105659,2,2,57.0,0.0,1.0,4.0,0.0,20.0,0.0,81.0,1.0,82.0,4.0,2500.0,2504.0,2,,,2.0,,,,,,,,-2,,,,,,,,,,
105668,1,2,14341.0,376946.0,115.0,2930.0,40333.0,28.0,47782.0,17299.0,465176.0,482475.0,257.0,253185.0,253442.0,1,20.0,39.0,1.0,6.0,2.0,1.0,3.0,0.0,0.0,628291.0,2,0.0,4738.0,170609.0,14378.0,189725.0,0.0,0.0,0.0,818016.0,818016.0
105747,1,2,32769.0,467967.0,167.0,1459.0,126938.0,62.0,46670.0,34290.0,641742.0,676032.0,1053.0,97136.0,98189.0,1,124.0,38.0,1.0,9.5,4.0,1.0,4.5,0.0,0.0,532212.0,2,0.0,82739.0,222069.0,1036.0,305844.0,0.0,20874.0,20874.0,858930.0,858930.0
105792,1,2,32665.0,240625.0,89.0,2725.0,73446.0,1890.0,38332.0,37280.0,352492.0,389772.0,264.0,75258.0,75522.0,1,48.0,35.0,1.0,14.5,4.0,8.0,0.0,2.5,0.0,791866.0,1,235511.0,26379.0,138904.0,0.0,165283.0,0.0,92373.0,92373.0,1285033.0,1049522.0
105899,1,2,23940.0,20976.0,62.0,11207.0,21.0,556.0,0.0,35703.0,21059.0,56762.0,826.0,19863.0,20689.0,1,91.0,50.0,1.0,4.23,1.63,0.0,1.65,0.95,0.0,124159.0,1,24857.0,4862.0,81531.0,1342.0,87735.0,841.0,3470.0,4311.0,241062.0,216205.0
106041,1,2,165.0,0.0,20.0,0.0,1260.0,14.0,0.0,179.0,1280.0,1459.0,170.0,16.0,186.0,2,,,1.0,1.0,0.0,1.0,0.0,0.0,0.0,115937.0,2,0.0,0.0,650.0,350.0,1000.0,0.0,0.0,0.0,116937.0,116937.0
